Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloFullGenome,GuideID,GeneSymbol,AvanaFullGenome,GuideID,GeneSymbol
,,,,,,,CASP6_109696411,CASP6,,CDIP1-4,CDIP1
,,,,,,,CASP6_109697622,CASP6,,CDIPT-1,CDIPT
,,,,,,,CASP7_113697585,CASP7,,CDIPT-2,CDIPT
,,,,,,,CASP7_113721086,CASP7,,CDIPT-3,CDIPT
,,,,,,,CASP7_113725485,CASP7,,CDIPT-4,CDIPT
,,,,,,,CASP7_113726310,CASP7,,CDK1-1,CDK1
,,,,,,,CASP8_201258356,CASP8,,CDK1-2,CDK1
,,,,,,,CASP8_201266580,CASP8,,CDK1-3,CDK1
,,,,,,,CASP8_201266734,CASP8,,CDK1-4,CDK1
,,,,,,,CASP8_201284866,CASP8,,CDK10-1,CDK10
,,,,,,,CASP9_15504706,CASP9,,CDK10-2,CDK10
,,,,,,,CASP9_15518139,CASP9,,CDK10-3,CDK10
,,,,,,,CASP9_15518203,CASP9,,CDK10-4,CDK10
,,,,,,,CASP9_15524087,CASP9,,CDK11A-1,CDK11A
,,,,,,,CASQ1_160190840,CASQ1,,CDK11A-2,CDK11A
,,,,,,,CASQ1_160191008,CASQ1,,CDK11A-3,CDK11A
,,,,,,,CASQ1_160195524,CASQ1,,CDK12-1,CDK12
,,,,,,,CASQ1_160195991,CASQ1,,CDK12-2,CDK12
,,,,,,,CASQ2_115726997,CASQ2,,CDK12-3,CDK12
,,,,,,,CASQ2_115732912,CASQ2,,CDK12-4,CDK12
,,,,,,,CASQ2_115744873,CASQ2,,CDK13-1,CDK13
,,,,,,,CASQ2_115768462,CASQ2,,CDK13-2,CDK13
,,,,,,,CASR_122257230,CASR,,CDK13-3,CDK13
,,,,,,,CASR_122261970,CASR,,CDK13-4,CDK13
,,,,,,,CASR_122275852,CASR,,CDK14-1,CDK14
,,,,,,,CASR_122283792,CASR,,CDK14-2,CDK14
,,,,,,,CASS4_56451837,CASS4,,CDK14-3,CDK14
,,,,,,,CASS4_56452025,CASS4,,CDK14-4,CDK14
,,,,,,,CASS4_56452304,CASS4,,CDK15-1,CDK15
,,,,,,,CASS4_56452591,CASS4,,CDK15-2,CDK15
,,,,,,,CAST_96730792,CAST,,CDK15-3,CDK15
,,,,,,,CAST_96740760,CAST,,CDK15-4,CDK15
,,,,,,,CAST_96742738,CAST,,CDK16-1,CDK16
,,,,,,,CAST_96748524,CAST,,CDK16-2,CDK16
,,,,,,,CASZ1_10654509,CASZ1,,CDK16-3,CDK16
,,,,,,,CASZ1_10659706,CASZ1,,CDK16-4,CDK16
,,,,,,,CASZ1_10660024,CASZ1,,CDK17-1,CDK17
,,,,,,,CASZ1_10660457,CASZ1,,CDK17-2,CDK17
,,,,,,,CATIP_218358038,CATIP,,CDK17-3,CDK17
,,,,,,,CATIP_218360590,CATIP,,CDK18-1,CDK18
,,,,,,,CATIP_218360649,CATIP,,CDK18-2,CDK18
,,,,,,,CATIP_218364701,CATIP,,CDK18-3,CDK18
,,,,,,,CATSPER1_66025313,CATSPER1,,CDK19-1,CDK19
,,,,,,,CATSPER1_66025460,CATSPER1,,CDK19-2,CDK19
,,,,,,,CATSPER1_66025607,CATSPER1,,CDK19-3,CDK19
,,,,,,,CATSPER1_66026255,CATSPER1,,CDK2-1,CDK2
,,,,,,,CATSPER2_43638913,CATSPER2,,CDK2-2,CDK2
,,,,,,,CATSPER2_43647085,CATSPER2,,CDK2-3,CDK2
,,,,,,,CATSPER2_43647397,CATSPER2,,CDK2-4,CDK2
,,,,,,,CATSPER2_43647939,CATSPER2,,CDK20-1,CDK20
,,,,,,,CATSPER3_134968053,CATSPER3,,CDK20-2,CDK20
,,,,,,,CATSPER3_134970049,CATSPER3,,CDK20-3,CDK20
,,,,,,,CATSPER3_134996500,CATSPER3,,CDK20-4,CDK20
,,,,,,,CATSPER3_135008073,CATSPER3,,CDK2AP1-1,CDK2AP1
,,,,,,,CATSPER4_26190776,CATSPER4,,CDK2AP1-2,CDK2AP1
,,,,,,,CATSPER4_26191396,CATSPER4,,CDK2AP1-3,CDK2AP1
,,,,,,,CATSPER4_26198299,CATSPER4,,CDK2AP1-4,CDK2AP1
,,,,,,,CATSPER4_26199904,CATSPER4,,CDK2AP2-1,CDK2AP2
,,,,,,,CATSPERB_91659846,CATSPERB,,CDK2AP2-2,CDK2AP2
,,,,,,,CATSPERB_91693133,CATSPERB,,CDK2AP2-3,CDK2AP2
,,,,,,,CATSPERB_91704636,CATSPERB,,CDK2AP2-4,CDK2AP2
,,,,,,,CATSPERB_91723122,CATSPERB,,CDK3-1,CDK3
,,,,,,,CATSPERD_5724858,CATSPERD,,CDK3-2,CDK3
,,,,,,,CATSPERD_5749128,CATSPERD,,CDK3-3,CDK3
,,,,,,,CATSPERD_5757886,CATSPERD,,CDK3-4,CDK3
,,,,,,,CATSPERD_5763244,CATSPERD,,CDK4-1,CDK4
,,,,,,,CATSPERG_38337500,CATSPERG,,CDK4-2,CDK4
,,,,,,,CATSPERG_38344355,CATSPERG,,CDK4-3,CDK4
,,,,,,,CATSPERG_38356775,CATSPERG,,CDK4-4,CDK4
,,,,,,,CATSPERG_38359547,CATSPERG,,CDK5-1,CDK5
,,,,,,,CAT_34449264,CAT,,CDK5-2,CDK5
,,,,,,,CAT_34451077,CAT,,CDK5R1-1,CDK5R1
,,,,,,,CAT_34453148,CAT,,CDK5R1-2,CDK5R1
,,,,,,,CAT_34456129,CAT,,CDK5R1-3,CDK5R1
,,,,,,,CAV1_116526580,CAV1,,CDK5R1-4,CDK5R1
,,,,,,,CAV1_116526643,CAV1,,CDK5R2-1,CDK5R2
,,,,,,,CAV1_116526679,CAV1,,CDK5R2-2,CDK5R2
,,,,,,,CAV1_116558976,CAV1,,CDK5R2-3,CDK5R2
,,,,,,,CAV2_116499859,CAV2,,CDK5RAP1-1,CDK5RAP1
,,,,,,,CAV2_116499912,CAV2,,CDK5RAP1-2,CDK5RAP1
,,,,,,,CAV2_116500293,CAV2,,CDK5RAP2-1,CDK5RAP2
,,,,,,,CAV2_116500398,CAV2,,CDK5RAP2-2,CDK5RAP2
,,,,,,,CAV3_8745555,CAV3,,CDK5RAP2-3,CDK5RAP2
,,,,,,,CAV3_8745580,CAV3,,CDK5RAP2-4,CDK5RAP2
,,,,,,,CAV3_8745605,CAV3,,CDK5RAP3-1,CDK5RAP3
,,,,,,,CAV3_8745647,CAV3,,CDK5RAP3-2,CDK5RAP3
,,,,,,,CBFA2T2_33607069,CBFA2T2,,CDK5RAP3-3,CDK5RAP3
,,,,,,,CBFA2T2_33611220,CBFA2T2,,CDK5RAP3-4,CDK5RAP3
,,,,,,,CBFA2T2_33624884,CBFA2T2,,CDK6-1,CDK6
,,,,,,,CBFA2T2_33628357,CBFA2T2,,CDK6-2,CDK6
,,,,,,,CBFA2T3_88882708,CBFA2T3,,CDK6-3,CDK6
,,,,,,,CBFA2T3_88891909,CBFA2T3,,CDK6-4,CDK6
,,,,,,,CBFA2T3_88898121,CBFA2T3,,CDK7-1,CDK7
,,,,,,,CBFA2T3_88901627,CBFA2T3,,CDK7-2,CDK7
,,,,,,,CBFB_67029479,CBFB,,CDK7-3,CDK7
,,,,,,,CBFB_67029807,CBFB,,CDK8-1,CDK8
,,,,,,,CBFB_67036720,CBFB,,CDK8-2,CDK8
,,,,,,,CBFB_67066729,CBFB,,CDK8-3,CDK8
,,,,,,,CBLB_105702225,CBLB,,CDK8-4,CDK8
,,,,,,,CBLB_105720177,CBLB,,CDK9-1,CDK9
,,,,,,,CBLB_105746033,CBLB,,CDK9-2,CDK9
,,,,,,,CBLB_105751609,CBLB,,CDK9-3,CDK9
,,,,,,,CBLC_44778115,CBLC,,CDK9-4,CDK9
,,,,,,,CBLC_44780974,CBLC,,CDKAL1-1,CDKAL1
,,,,,,,CBLC_44782441,CBLC,,CDKAL1-2,CDKAL1
,,,,,,,CBLC_44784292,CBLC,,CDKAL1-3,CDKAL1
,,,,,,,CBLL1_107758179,CBLL1,,CDKAL1-4,CDKAL1
,,,,,,,CBLL1_107758356,CBLL1,,CDKL1-1,CDKL1
,,,,,,,CBLL1_107758453,CBLL1,,CDKL1-2,CDKL1
,,,,,,,CBLL1_107758528,CBLL1,,CDKL1-3,CDKL1
,,,,,,,CBLN1_49280985,CBLN1,,CDKL2-1,CDKL2
,,,,,,,CBLN1_49281032,CBLN1,,CDKL2-2,CDKL2
,,,,,,,CBLN1_49281241,CBLN1,,CDKL2-3,CDKL2
,,,,,,,CBLN1_49281337,CBLN1,,CDKL3-1,CDKL3
,,,,,,,CBLN2_72541809,CBLN2,,CDKL3-2,CDKL3
,,,,,,,CBLN2_72541866,CBLN2,,CDKL3-3,CDKL3
,,,,,,,CBLN2_72541901,CBLN2,,CDKL3-4,CDKL3
,,,,,,,CBLN2_72541947,CBLN2,,CDKL4-1,CDKL4
,,,,,,,CBLN3_24428317,CBLN3,,CDKL4-2,CDKL4
,,,,,,,CBLN3_24428348,CBLN3,,CDKL4-3,CDKL4
,,,,,,,CBLN3_24428395,CBLN3,,CDKL4-4,CDKL4
,,,,,,,CBLN3_24428848,CBLN3,,CDKL5-1,CDKL5
,,,,,,,CBLN4_56000837,CBLN4,,CDKL5-2,CDKL5
,,,,,,,CBLN4_56003927,CBLN4,,CDKL5-3,CDKL5
,,,,,,,CBLN4_56003961,CBLN4,,CDKL5-4,CDKL5
,,,,,,,CBLN4_56003994,CBLN4,,CDKN1A-1,CDKN1A
,,,,,,,CBL_119232498,CBL,,CDKN1A-2,CDKN1A
,,,,,,,CBL_119277840,CBL,,CDKN1A-3,CDKN1A
,,,,,,,CBL_119278590,CBL,,CDKN1A-4,CDKN1A
,,,,,,,CBL_119285240,CBL,,CDKN1B-1,CDKN1B
,,,,,,,CBR1_36070204,CBR1,,CDKN1B-2,CDKN1B
,,,,,,,CBR1_36070964,CBR1,,CDKN1B-3,CDKN1B
,,,,,,,CBR1_36072449,CBR1,,CDKN1B-4,CDKN1B
,,,,,,,CBR1_36072528,CBR1,,CDKN1C-1,CDKN1C
,,,,,,,CBR3_36135281,CBR3,,CDKN1C-2,CDKN1C
,,,,,,,CBR3_36135378,CBR3,,CDKN1C-3,CDKN1C
,,,,,,,CBR3_36135461,CBR3,,CDKN1C-4,CDKN1C
,,,,,,,CBR3_36137928,CBR3,,CDKN2A-1,CDKN2A
,,,,,,,CBR4_169002151,CBR4,,CDKN2A-2,CDKN2A
,,,,,,,CBR4_169006778,CBR4,,CDKN2A-3,CDKN2A
,,,,,,,CBR4_169009950,CBR4,,CDKN2A-4,CDKN2A
,,,,,,,CBR4_169010008,CBR4,,CDKN2AIP-1,CDKN2AIP
,,,,,,,CBS_43063061,CBS,,CDKN2AIP-2,CDKN2AIP
,,,,,,,CBS_43065444,CBS,,CDKN2AIP-3,CDKN2AIP
,,,,,,,CBS_43066357,CBS,,CDKN2AIPNL-1,CDKN2AIPNL
,,,,,,,CBS_43068575,CBS,,CDKN2AIPNL-2,CDKN2AIPNL
,,,,,,,CBWD1_154755,CBWD1,,CDKN2AIPNL-3,CDKN2AIPNL
,,,,,,,CBWD1_156508,CBWD1,,CDKN2AIPNL-4,CDKN2AIPNL
,,,,,,,CBWD1_172086,CBWD1,,CDKN2B-1,CDKN2B
,,,,,,,CBWD1_172170,CBWD1,,CDKN2B-2,CDKN2B
,,,,,,,CBWD2_113437939,CBWD2,,CDKN2B-3,CDKN2B
,,,,,,,CBWD2_113445051,CBWD2,,CDKN2C-1,CDKN2C
,,,,,,,CBWD2_113460693,CBWD2,,CDKN2C-2,CDKN2C
,,,,,,,CBWD2_113462490,CBWD2,,CDKN2C-3,CDKN2C
,,,,,,,CBWD3_68242136,CBWD3,,CDKN2D-1,CDKN2D
,,,,,,,CBWD3_68248809,CBWD3,,CDKN2D-2,CDKN2D
,,,,,,,CBWD3_68248883,CBWD3,,CDKN2D-3,CDKN2D
,,,,,,,CBWD3_68266261,CBWD3,,CDKN2D-4,CDKN2D
,,,,,,,CBWD5_65676002,CBWD5,,CDKN3-1,CDKN3
,,,,,,,CBWD5_65676020,CBWD5,,CDKN3-2,CDKN3
,,,,,,,CBWD5_65676093,CBWD5,,CDKN3-3,CDKN3
,,,,,,,CBWD5_65676125,CBWD5,,CDKN3-4,CDKN3
,,,,,,,CBWD6_41165006,CBWD6,,CDNF-1,CDNF
,,,,,,,CBWD6_41174318,CBWD6,,CDNF-2,CDNF
,,,,,,,CBWD6_41183564,CBWD6,,CDNF-3,CDNF
,,,,,,,CBWD6_41183637,CBWD6,,CDNF-4,CDNF
,,,,,,,CBX1_48075090,CBX1,,CDO1-1,CDO1
,,,,,,,CBX1_48076077,CBX1,,CDO1-2,CDO1
,,,,,,,CBX1_48076169,CBX1,,CDO1-3,CDO1
,,,,,,,CBX1_48076917,CBX1,,CDON-1,CDON
,,,,,,,CBX2_79779370,CBX2,,CDON-2,CDON
,,,,,,,CBX2_79783836,CBX2,,CDON-3,CDON
,,,,,,,CBX2_79783932,CBX2,,CDPF1-1,CDPF1
,,,,,,,CBX2_79784012,CBX2,,CDPF1-2,CDPF1
,,,,,,,CBX3_26206435,CBX3,,CDPF1-3,CDPF1
,,,,,,,CBX3_26208404,CBX3,,CDR1-1,CDR1
,,,,,,,CBX3_26208483,CBX3,,CDR1-2,CDR1
,,,,,,,CBX3_26211673,CBX3,,CDR1-3,CDR1
,,,,,,,CBX4_79834639,CBX4,,CDR1-4,CDR1
,,,,,,,CBX4_79835053,CBX4,,CDR2-1,CDR2
,,,,,,,CBX4_79835376,CBX4,,CDR2-2,CDR2
,,,,,,,CBX4_79837895,CBX4,,CDR2-3,CDR2
,,,,,,,CBX5_54246199,CBX5,,CDR2L-1,CDR2L
,,,,,,,CBX5_54252101,CBX5,,CDR2L-2,CDR2L
,,,,,,,CBX5_54252217,CBX5,,CDR2L-3,CDR2L
,,,,,,,CBX5_54257566,CBX5,,CDR2L-4,CDR2L
,,,,,,,CBX6_38866675,CBX6,,CDRT1-1,CDRT1
,,,,,,,CBX6_38866786,CBX6,,CDRT1-2,CDRT1
,,,,,,,CBX6_38866903,CBX6,,CDRT1-3,CDRT1
,,,,,,,CBX6_38871750,CBX6,,CDRT1-4,CDRT1
,,,,,,,CBX7_39134570,CBX7,,CDRT15-1,CDRT15
,,,,,,,CBX7_39134683,CBX7,,CDRT15-2,CDRT15
,,,,,,,CBX7_39138684,CBX7,,CDRT15L2-1,CDRT15L2
,,,,,,,CBX7_39152385,CBX7,,CDRT15L2-2,CDRT15L2
,,,,,,,CBX8_79795212,CBX8,,CDRT15L2-3,CDRT15L2
,,,,,,,CBX8_79795431,CBX8,,CDS1-1,CDS1
,,,,,,,CBX8_79796091,CBX8,,CDS1-2,CDS1
,,,,,,,CBX8_79796308,CBX8,,CDS1-3,CDS1
,,,,,,,CBY1_38668129,CBY1,,CDS1-4,CDS1
,,,,,,,CBY1_38670900,CBY1,,CDS2-1,CDS2
,,,,,,,CBY1_38670982,CBY1,,CDS2-2,CDS2
,,,,,,,CBY1_38671083,CBY1,,CDS2-3,CDS2
,,,,,,,CBY3_179678915,CBY3,,CDS2-4,CDS2
,,,,,,,CBY3_179679060,CBY3,,CDSN-1,CDSN
,,,,,,,CBY3_179679128,CBY3,,CDSN-2,CDSN
,,,,,,,CBY3_179679172,CBY3,,CDSN-3,CDSN
,,,,,,,CC2D1A_13913291,CC2D1A,,CDT1-1,CDT1
,,,,,,,CC2D1A_13913540,CC2D1A,,CDT1-2,CDT1
,,,,,,,CC2D1A_13918188,CC2D1A,,CDT1-3,CDT1
,,,,,,,CC2D1A_13923412,CC2D1A,,CDV3-1,CDV3
,,,,,,,CC2D1B_52358429,CC2D1B,,CDV3-2,CDV3
,,,,,,,CC2D1B_52359098,CC2D1B,,CDV3-3,CDV3
,,,,,,,CC2D1B_52360085,CC2D1B,,CDX1-1,CDX1
,,,,,,,CC2D1B_52360495,CC2D1B,,CDX1-2,CDX1
,,,,,,,CC2D2A_15511365,CC2D2A,,CDX1-3,CDX1
,,,,,,,CC2D2A_15516710,CC2D2A,,CDX1-4,CDX1
,,,,,,,CC2D2A_15537003,CC2D2A,,CDX2-1,CDX2
,,,,,,,CC2D2A_15553301,CC2D2A,,CDX2-2,CDX2
,,,,,,,CC2D2B_96013796,CC2D2B,,CDX2-3,CDX2
,,,,,,,CC2D2B_96016229,CC2D2B,,CDX4-1,CDX4
,,,,,,,CC2D2B_96016296,CC2D2B,,CDX4-2,CDX4
,,,,,,,CC2D2B_96019274,CC2D2B,,CDX4-3,CDX4
,,,,,,,CCAR1_68742454,CCAR1,,CDX4-4,CDX4
,,,,,,,CCAR1_68749621,CCAR1,,CDY1|CDY1B|CDY2A|CDY2B-1,CDY1|CDY1B|CDY2A|CDY2B
,,,,,,,CCAR1_68755433,CCAR1,,CDY1|CDY1B|CDY2A|CDY2B-2,CDY1|CDY1B|CDY2A|CDY2B
,,,,,,,CCAR1_68757345,CCAR1,,CDY1|CDY1B|CDY2A|CDY2B-3,CDY1|CDY1B|CDY2A|CDY2B
,,,,,,,CCAR2_22613045,CCAR2,,CDY2A|CDY2B-1,CDY2A|CDY2B
,,,,,,,CCAR2_22614149,CCAR2,,CDY2A|CDY2B-2,CDY2A|CDY2B
,,,,,,,CCAR2_22614302,CCAR2,,CDYL-1,CDYL
,,,,,,,CCAR2_22615797,CCAR2,,CDYL-2,CDYL
,,,,,,,CCBE1_59466768,CCBE1,,CDYL-3,CDYL
,,,,,,,CCBE1_59469515,CCBE1,,CDYL-4,CDYL
,,,,,,,CCBE1_59480191,CCBE1,,CDYL2-1,CDYL2
,,,,,,,CCBE1_59696665,CCBE1,,CDYL2-2,CDYL2
,,,,,,,CCBL1_128836040,CCBL1,,CDYL2-3,CDYL2
,,,,,,,CCBL1_128836837,CCBL1,,CDYL2-4,CDYL2
,,,,,,,CCBL1_128838296,CCBL1,,CEACAM1-1,CEACAM1
,,,,,,,CCBL1_128842730,CCBL1,,CEACAM1-2,CEACAM1
,,,,,,,CCBL2_88961218,CCBL2,,CEACAM16-1,CEACAM16
,,,,,,,CCBL2_88961391,CCBL2,,CEACAM16-2,CEACAM16
,,,,,,,CCBL2_88964971,CCBL2,,CEACAM16-3,CEACAM16
,,,,,,,CCBL2_88969414,CCBL2,,CEACAM16-4,CEACAM16
,,,,,,,CCDC101_28584964,CCDC101,,CEACAM19-1,CEACAM19
,,,,,,,CCDC101_28585673,CCDC101,,CEACAM19-2,CEACAM19
,,,,,,,CCDC101_28590134,CCDC101,,CEACAM19-3,CEACAM19
,,,,,,,CCDC101_28590203,CCDC101,,CEACAM19-4,CEACAM19
,,,,,,,CCDC102A_57521142,CCDC102A,,CEACAM21-1,CEACAM21
,,,,,,,CCDC102A_57528614,CCDC102A,,CEACAM21-2,CEACAM21
