"GeneSymbol","Guide","Type","BaseMeanA","BaseMeanB","FoldChange","pvalue","padj"
"INSRR","INSRR-3","n",5,6,1.046,0.862584751494484,1
"INSRR","INSRR-4","n",4,5,1.152,0.588849058995356,1
"INSRR","INSRR-5","n",3,3,0.999,0.995931660067898,1
"INSRR","INSRR-6","n",2,7,1.712,0.0397260500072288,1
"INSRR","INSRR-7","n",8,3,0.623,0.0710875550448872,1
"INSRR","INSRR-8","n",8,8,0.946,0.830349252286734,1
"PGK2","PGK2-1","n",5,7,1.154,0.582404810525742,1
"PGK2","PGK2-2","n",4,5,1.09,0.742651465560009,1
"PGK2","PGK2-3","n",6,5,0.883,0.636204441181609,1
"PGK2","PGK2-4","n",9,12,1.218,0.437177757850322,1
"PGK2","PGK2-5","n",7,8,1.005,0.983520866103173,1
"PGK2","PGK2-6","n",5,4,0.905,0.702921994688565,1
"PGK2","PGK2-7","n",6,6,1.027,0.917625609998324,1
"PGK2","PGK2-8","n",4,8,1.346,0.253980472000852,1
"PSKH2","PSKH2-1","n",3,6,1.257,0.354328299901026,1
"PSKH2","PSKH2-2","n",3,5,1.32,0.288592042574211,1
"PSKH2","PSKH2-3","n",5,5,1.008,0.975194489824464,1
"PSKH2","PSKH2-4","n",15,15,0.974,0.909550003499946,1
"PSKH2","PSKH2-5","n",3,3,1.114,0.666925818774397,1
"PSKH2","PSKH2-6","n",7,7,0.982,0.945347280015503,1
"PSKH2","PSKH2-7","n",8,6,0.904,0.69782720139883,1
"PSKH2","PSKH2-8","n",3,2,0.848,0.515351149149284,1
"TPD52L3","TPD52L3-1","n",6,5,0.944,0.825970620851025,1
"TPD52L3","TPD52L3-2","n",7,10,1.253,0.374861665558924,1
"TPD52L3","TPD52L3-3","n",6,5,0.988,0.962063204222722,1
"TPD52L3","TPD52L3-4","n",9,9,1.041,0.874712539018847,1
"TPD52L3","TPD52L3-5","n",6,5,0.982,0.945218065932507,1
"TPD52L3","TPD52L3-6","n",4,3,0.882,0.603648900132386,1
"TPD52L3","TPD52L3-7","n",5,8,1.283,0.334096611660072,1
"TPD52L3","TPD52L3-8","n",7,12,1.47,0.131248134692807,1
"TSSK1B","TSSK1B-1","n",6,6,1.024,0.926289030217698,1
"TSSK1B","TSSK1B-2","n",6,6,1.045,0.866557398651863,1
"TSSK1B","TSSK1B-3","n",8,8,0.954,0.854037417658186,1
"TSSK1B","TSSK1B-4","n",10,9,0.962,0.877708391056092,1
"TSSK1B","TSSK1B-5","n",4,6,1.288,0.33422363375184,1
"TSSK1B","TSSK1B-6","n",6,6,1.029,0.91361593005181,1
"TSSK1B","TSSK1B-7","n",6,9,1.221,0.44206756778511,1
"TSSK1B","TSSK1B-8","n",7,5,0.839,0.50109540400274,1
"TSSK2","TSSK2-1","n",11,11,1.028,0.90965318757366,1
"TSSK2","TSSK2-2","n",5,5,0.967,0.898516438193681,1
"TSSK2","TSSK2-3","n",8,7,0.962,0.880293633745768,1
"TSSK2","TSSK2-4","n",9,11,1.169,0.538408044363984,1
"TSSK2","TSSK2-5","n",2,3,1.033,0.895243092463078,1
"TSSK2","TSSK2-6","n",8,11,1.188,0.50877842411966,1
"TSSK2","TSSK2-7","n",7,6,0.919,0.748155194652735,1
"TSSK2","TSSK2-8","n",6,10,1.268,0.356507592271825,1
"ACTR2","ACTR2-1","p",5,3,0.732,0.227377362620835,1
"ACTR2","ACTR2-2","p",8,11,1.202,0.470247493598626,1
"ACTR2","ACTR2-3","p",12,3,0.473,0.00421515087328646,1
"ACTR2","ACTR2-4","p",7,7,0.925,0.766999954638276,1
"ACTR2","ACTR2-5","p",4,3,0.944,0.821043056988663,1
"ACTR2","ACTR2-6","p",4,4,1.007,0.978759260669689,1
"ACTR2","ACTR2-7","p",9,8,0.929,0.773759587833016,1
"ACTR2","ACTR2-8","p",3,3,1.023,0.925939139111558,1
"ATR","ATR-1","p",13,12,0.938,0.793116668401768,1
"ATR","ATR-2","p",3,5,1.255,0.386155209625553,1
"ATR","ATR-3","p",15,11,0.783,0.319262954724634,1
"ATR","ATR-4","p",9,7,0.871,0.59248281740621,1
"ATR","ATR-5","p",8,7,0.916,0.731958843900573,1
"ATR","ATR-6","p",7,5,0.819,0.444360389891804,1
"ATR","ATR-7","p",6,5,0.859,0.558414158131134,1
"ATR","ATR-8","p",1,2,1.058,0.781532197675713,1
"AURKB","AURKB-1","p",4,3,0.969,0.90276760010702,1
"AURKB","AURKB-2","p",4,3,0.964,0.880083740384567,1
"AURKB","AURKB-3","p",4,3,0.93,0.779355737475564,1
"AURKB","AURKB-4","p",5,4,0.934,0.794064411339234,1
"AURKB","AURKB-5","p",5,5,0.916,0.738337313755343,1
"AURKB","AURKB-6","p",7,4,0.723,0.21530604833062,1
"AURKB","AURKB-7","p",1,1,0.956,0.688172619049398,1
"AURKB","AURKB-8","p",3,2,0.874,0.56947604497502,1
"BUB1B","BUB1B-1","p",8,7,0.938,0.805738330688117,1
"BUB1B","BUB1B-2","p",2,4,1.153,0.571367303776867,1
"BUB1B","BUB1B-3","p",3,5,1.28,0.340581914032133,1
"BUB1B","BUB1B-4","p",5,3,0.779,0.337562335213209,1
"BUB1B","BUB1B-5","p",4,4,1.02,0.936691643664454,1
"BUB1B","BUB1B-6","p",4,4,0.93,0.780038732865274,1
"BUB1B","BUB1B-7","p",3,3,1.015,0.952871713435562,1
"BUB1B","BUB1B-8","p",5,5,1.025,0.925492178093253,1
"CDK1","CDK1-1","p",3,2,0.908,0.649417062551785,1
"CDK1","CDK1-2","p",2,1,0.933,0.741738465343276,1
"CDK1","CDK1-3","p",0,1,1.015,0.879914821404572,1
"CDK1","CDK1-4","p",5,2,0.688,0.142041100181078,1
"CDK1","CDK1-5","p",4,3,0.937,0.801823822533407,1
"CDK1","CDK1-6","p",4,8,1.476,0.136476761856839,1
"CDK1","CDK1-7","p",8,5,0.746,0.262143382634653,1
"CDK1","CDK1-8","p",6,8,1.154,0.58126269747746,1
"CDK7","CDK7-1","p",3,3,0.941,0.810570855885808,1
"CDK7","CDK7-2","p",6,3,0.761,0.296035710723124,1
"CDK7","CDK7-3","p",7,3,0.651,0.101508356308582,1
"CDK7","CDK7-4","p",5,5,0.998,0.993987743868248,1
"CDK7","CDK7-5","p",6,6,1.09,0.741878331031343,1
"CDK7","CDK7-6","p",9,9,0.985,0.953154165123688,1
"CDK7","CDK7-7","p",2,4,1.135,0.612519171214119,1
"CDK7","CDK7-8","p",2,3,1.094,0.728153895402586,1
"CDK9","CDK9-1","p",6,3,0.689,0.154258771089876,1
"CDK9","CDK9-2","p",4,3,0.927,0.770402702777125,1
"CDK9","CDK9-3","p",2,8,1.703,0.0421228580993894,1
"CDK9","CDK9-4","p",1,1,0.993,0.941993381001828,1
"CDK9","CDK9-5","p",4,3,0.953,0.850516291349651,1
"CDK9","CDK9-6","p",8,4,0.7,0.17441111097627,1
"CDK9","CDK9-7","p",2,2,1.036,0.884495388410932,1
"CDK9","CDK9-8","p",10,8,0.877,0.60710622072046,1
"CHEK1","CHEK1-1","p",6,4,0.779,0.340866502979553,1
"CHEK1","CHEK1-2","p",2,1,0.896,0.626945734685629,1
"CHEK1","CHEK1-3","p",3,1,0.851,0.446312509151676,1
"CHEK1","CHEK1-4","p",3,3,0.991,0.972507612672382,1
"CHEK1","CHEK1-5","p",4,3,0.871,0.5961082194345,1
"CHEK1","CHEK1-6","p",2,2,0.939,0.79809363401255,1
"CHEK1","CHEK1-7","p",7,6,0.899,0.683535950048812,1
"CHEK1","CHEK1-8","p",2,0,0.856,0.311350943164812,1
"CLP1","CLP1-1","p",5,5,1.063,0.817037179717882,1
"CLP1","CLP1-2","p",6,6,1.024,0.929062826620789,1
"CLP1","CLP1-3","p",3,5,1.208,0.467230784735611,1
"CLP1","CLP1-4","p",5,4,0.923,0.758441594157481,1
"CLP1","CLP1-5","p",8,9,1.061,0.814078467148356,1
"CLP1","CLP1-6","p",4,1,0.692,0.105319006235775,1
"CLP1","CLP1-7","p",11,9,0.899,0.678423571207126,1
"CLP1","CLP1-8","p",7,7,1.042,0.87451951273445,1
"CMPK1","CMPK1-1","p",4,6,1.261,0.375819167723305,1
"CMPK1","CMPK1-2","p",5,4,0.9,0.685904188712795,1
"CMPK1","CMPK1-3","p",7,3,0.66,0.113503403887641,1
"CMPK1","CMPK1-4","p",4,5,1.044,0.870370107073603,1
"CMPK1","CMPK1-5","p",1,7,1.938,0.0113846114607382,1
"CMPK1","CMPK1-6","p",3,3,1.004,0.987587413006492,1
"CMPK1","CMPK1-7","p",4,4,0.953,0.855248739102091,1
"CMPK1","CMPK1-8","p",5,6,1.08,0.769714056967646,1
"DOLK","DOLK-1","p",12,7,0.724,0.203565532962907,1
"DOLK","DOLK-2","p",12,17,1.319,0.247164538034228,1
"DOLK","DOLK-3","p",5,5,1.02,0.934235896498306,1
"DOLK","DOLK-4","p",10,8,0.893,0.655840037135389,1
"DOLK","DOLK-5","p",10,8,0.876,0.607145588433642,1
"DOLK","DOLK-6","p",8,11,1.224,0.426749394748964,1
"DOLK","DOLK-7","p",3,2,0.833,0.477571502141046,1
"DOLK","DOLK-8","p",7,8,1.117,0.668232032976624,1
"DTYMK","DTYMK-1","p",8,6,0.842,0.506103361087481,1
"DTYMK","DTYMK-2","p",5,8,1.258,0.380366243490444,1
"DTYMK","DTYMK-3","p",3,3,1.082,0.758614510619354,1
"DTYMK","DTYMK-4","p",5,6,1.106,0.700911470936487,1
"DTYMK","DTYMK-5","p",2,2,1.007,0.971731828400666,1
"DTYMK","DTYMK-6","p",8,3,0.63,0.0765251486043786,1
"DTYMK","DTYMK-7","p",5,5,0.996,0.987279489843929,1
"DTYMK","DTYMK-8","p",2,2,0.999,0.997746138777643,1
"GTF2H1","GTF2H1-1","p",8,4,0.704,0.179943624965624,1
"GTF2H1","GTF2H1-2","p",8,11,1.221,0.429056874948347,1
"GTF2H1","GTF2H1-3","p",4,6,1.275,0.351838844249293,1
"GTF2H1","GTF2H1-4","p",7,3,0.705,0.183014040862779,1
"GTF2H1","GTF2H1-5","p",13,8,0.77,0.309015784011755,1
"GTF2H1","GTF2H1-6","p",3,3,0.915,0.732250050728785,1
"GTF2H1","GTF2H1-7","p",9,5,0.73,0.225010103590583,1
"GTF2H1","GTF2H1-8","p",5,5,0.98,0.938194158167472,1
"GUK1","GUK1-1","p",11,6,0.714,0.190325658779462,1
"GUK1","GUK1-2","p",8,7,0.952,0.848987935780767,1
"GUK1","GUK1-3","p",3,1,0.8,0.292765494129327,1
"GUK1","GUK1-4","p",1,0,0.974,0.781882631915424,1
"GUK1","GUK1-5","p",6,5,0.898,0.681681541412158,1
"GUK1","GUK1-6","p",1,2,1.084,0.708759949842301,1
"GUK1","GUK1-7","p",4,5,1.091,0.737388492763322,1
"GUK1","GUK1-8","p",2,1,0.912,0.591235268594811,1
"MASTL","MASTL-1","p",7,6,0.884,0.637647690684791,1
"MASTL","MASTL-2","p",6,8,1.09,0.738688049247006,1
"MASTL","MASTL-3","p",8,7,0.929,0.777574246816221,1
"MASTL","MASTL-4","p",9,11,1.1,0.704831128022938,1
"MASTL","MASTL-5","p",8,5,0.749,0.268285077919995,1
"MASTL","MASTL-6","p",3,4,1.069,0.794125924470197,1
"MASTL","MASTL-7","p",4,4,0.984,0.951165734011538,1
"MASTL","MASTL-8","p",7,2,0.576,0.0342080581457186,1
"MVK","MVK-1","p",5,4,0.848,0.527282813105969,1
"MVK","MVK-2","p",5,7,1.146,0.602059788840835,1
"MVK","MVK-3","p",9,10,1.056,0.826460005510243,1
"MVK","MVK-4","p",4,5,1.088,0.747479225628312,1
"MVK","MVK-5","p",13,9,0.815,0.413115863660636,1
"MVK","MVK-6","p",5,7,1.152,0.586961580409406,1
"MVK","MVK-7","p",8,6,0.84,0.501146662359562,1
"MVK","MVK-8","p",15,11,0.814,0.396998733490874,1
"NOL9","NOL9-1","p",9,5,0.721,0.210094135591632,1
"NOL9","NOL9-2","p",5,5,0.993,0.979839222173026,1
"NOL9","NOL9-3","p",5,5,1.065,0.810027982567529,1
"NOL9","NOL9-4","p",5,4,0.911,0.723401952800252,1
"NOL9","NOL9-5","p",5,5,1.055,0.83793489732136,1
"NOL9","NOL9-6","p",7,4,0.708,0.187159968834556,1
"NOL9","NOL9-7","p",7,5,0.856,0.553699278539531,1
"NOL9","NOL9-8","p",4,3,0.928,0.774305642119442,1
"PGK1","PGK1-1","p",3,5,1.227,0.435441755783464,1
"PGK1","PGK1-2","p",11,8,0.815,0.425531929479925,1
"PGK1","PGK1-3","p",6,7,1.098,0.719438634244537,1
"PGK1","PGK1-4","p",3,2,0.818,0.415176889435889,1
"PGK1","PGK1-5","p",5,5,1.036,0.891984914645337,1
"PGK1","PGK1-6","p",3,3,0.911,0.713564977942822,1
"PGK1","PGK1-7","p",4,5,1.063,0.814406655383548,1
"PGK1","PGK1-8","p",11,5,0.649,0.0946451239376112,1
"PKMYT1","PKMYT1-1","p",7,4,0.773,0.324295461053363,1
"PKMYT1","PKMYT1-2","p",2,2,1.046,0.844867485080633,1
"PKMYT1","PKMYT1-3","p",5,5,0.943,0.821766511212261,1
"PKMYT1","PKMYT1-4","p",2,1,0.886,0.505531403591832,1
"PKMYT1","PKMYT1-5","p",4,4,1.005,0.985297942757607,1
"PKMYT1","PKMYT1-6","p",9,4,0.59,0.0433679302185111,1
"PKMYT1","PKMYT1-7","p",8,5,0.758,0.288369445053481,1
"PKMYT1","PKMYT1-8","p",6,7,1.13,0.638610308368662,1
"PLK1","PLK1-1","p",3,3,1.031,0.898524830728281,1
"PLK1","PLK1-2","p",2,1,0.851,0.349500368643812,1
"PLK1","PLK1-3","p",2,1,0.936,0.5943369407493,1
"PLK1","PLK1-4","p",3,4,1.054,0.838252237142064,1
"PLK1","PLK1-5","p",3,1,0.793,0.32109999645857,1
"PLK1","PLK1-6","p",1,1,1.015,0.895539046043173,1
"PLK1","PLK1-7","p",4,3,0.856,0.540765518349279,1
"PLK1","PLK1-8","p",2,4,1.237,0.392614245694705,1
"PNKP","PNKP-1","p",11,15,1.196,0.450585542856722,1
"PNKP","PNKP-2","p",6,5,0.9,0.688875021416839,1
"PNKP","PNKP-3","p",3,2,0.835,0.460500876870545,1
"PNKP","PNKP-4","p",5,4,0.916,0.736377603184698,1
"PNKP","PNKP-5","p",4,2,0.825,0.428817083583764,1
"PNKP","PNKP-6","p",5,4,0.971,0.911334494321621,1
"PNKP","PNKP-7","p",7,5,0.865,0.576107333881679,1
"PNKP","PNKP-8","p",4,6,1.217,0.452485072701332,1
"RFK","RFK-1","p",11,5,0.611,0.0587690195177752,1
"RFK","RFK-2","p",2,5,1.446,0.146996255656542,1
"RFK","RFK-3","p",5,4,0.87,0.5966293115844,1
"RFK","RFK-4","p",13,12,0.957,0.854581825338784,1
"RFK","RFK-5","p",7,5,0.85,0.535361897298697,1
"RFK","RFK-6","p",6,10,1.29,0.323139882900989,1
"RFK","RFK-7","p",4,7,1.219,0.449457093176649,1
"RFK","RFK-8","p",3,3,1.006,0.98075285618386,1
"RIOK2","RIOK2-1","p",9,8,0.944,0.822528079920885,1
"RIOK2","RIOK2-2","p",6,3,0.746,0.263356646126146,1
"RIOK2","RIOK2-3","p",5,8,1.362,0.233288465372828,1
"RIOK2","RIOK2-4","p",8,8,1.006,0.980465054128411,1
"RIOK2","RIOK2-5","p",6,9,1.263,0.367501711633369,1
"RIOK2","RIOK2-6","p",8,6,0.854,0.541850735598089,1
"RIOK2","RIOK2-7","p",8,9,1.039,0.88232118750004,1
"RIOK2","RIOK2-8","p",9,7,0.865,0.570729944469921,1
"TRRAP","TRRAP-1","p",7,7,0.971,0.910846929435634,1
"TRRAP","TRRAP-2","p",3,6,1.358,0.240764226366929,1
"TRRAP","TRRAP-3","p",3,3,1.13,0.595915443152176,1
"TRRAP","TRRAP-4","p",5,5,1.004,0.988218394111941,1
"TRRAP","TRRAP-5","p",2,3,1.089,0.709851858265768,1
"TRRAP","TRRAP-6","p",5,5,0.961,0.880091860593537,1
"TRRAP","TRRAP-7","p",4,3,0.911,0.716616717778482,1
"TRRAP","TRRAP-8","p",12,10,0.889,0.639015879003756,1
"WEE1","WEE1-1","p",4,2,0.842,0.432928321030246,1
"WEE1","WEE1-2","p",3,3,0.998,0.992231951573135,1
"WEE1","WEE1-3","p",0,1,1.018,0.845754612368861,1
"WEE1","WEE1-4","p",1,1,1.019,0.884339648748443,1
"WEE1","WEE1-5","p",5,6,1.118,0.670939396918616,1
"WEE1","WEE1-6","p",10,9,0.974,0.91774776212758,1
"WEE1","WEE1-7","p",4,5,1.083,0.761754669643895,1
"WEE1","WEE1-8","p",2,3,1.124,0.621028141263688,1
"AAK1","AAK1-1","x",3,5,1.313,0.298652940671465,1
"AAK1","AAK1-2","x",13,11,0.936,0.793426436090384,1
"AAK1","AAK1-3","x",6,7,1.086,0.751628456459375,1
"AAK1","AAK1-4","x",7,6,0.883,0.634406180202875,1
"AAK1","AAK1-5","x",10,8,0.872,0.592585887128113,1
"AAK1","AAK1-6","x",4,6,1.268,0.365345104448748,1
"AAK1","AAK1-7","x",7,5,0.84,0.503829200809048,1
"AAK1","AAK1-8","x",9,7,0.861,0.56040781133819,1
"AATK","AATK-1","x",5,4,0.925,0.767314098675122,1
"AATK","AATK-2","x",7,5,0.837,0.495611868942332,1
"AATK","AATK-3","x",5,8,1.263,0.370590663171336,1
"AATK","AATK-4","x",7,8,1.114,0.678251179983825,1
"AATK","AATK-5","x",3,5,1.199,0.488360150144616,1
"AATK","AATK-6","x",3,6,1.387,0.21145886219304,1
"AATK","AATK-7","x",4,3,0.866,0.575440956545666,1
"AATK","AATK-8","x",11,10,0.975,0.917582565381711,1
"ABCC1","ABCC1-1","x",11,8,0.84,0.48688129653498,1
"ABCC1","ABCC1-2","x",6,8,1.209,0.466756681222582,1
"ABCC1","ABCC1-3","x",6,7,1.063,0.814176685032892,1
"ABCC1","ABCC1-4","x",6,6,0.995,0.98407054286917,1
"ABCC1","ABCC1-5","x",13,11,0.885,0.621834682066296,1
"ABCC1","ABCC1-6","x",9,8,0.911,0.718549025991921,1
"ABCC1","ABCC1-7","x",6,7,1.102,0.710632344787114,1
"ABCC1","ABCC1-8","x",4,4,0.96,0.876017707595873,1
"ABL1","ABL1-1","x",5,9,1.425,0.171129335804904,1
"ABL1","ABL1-2","x",7,8,1.063,0.813496329714418,1
"ABL1","ABL1-3","x",7,7,1.019,0.941378097410698,1
"ABL1","ABL1-4","x",9,4,0.618,0.0647759842161028,1
"ABL1","ABL1-5","x",3,6,1.423,0.170998132126826,1
"ABL1","ABL1-6","x",4,4,1.003,0.98973783409333,1
"ABL1","ABL1-7","x",3,3,1.069,0.792045203373879,1
"ABL1","ABL1-8","x",7,10,1.215,0.446896698658165,1
"ABL2","ABL2-1","x",9,5,0.726,0.219869964504929,1
"ABL2","ABL2-2","x",9,12,1.246,0.380195203919338,1
"ABL2","ABL2-3","x",7,6,0.89,0.654968850670536,1
"ABL2","ABL2-4","x",8,9,1.079,0.766172380890909,1
"ABL2","ABL2-5","x",5,4,0.822,0.454240670999601,1
"ABL2","ABL2-6","x",7,8,1.064,0.808567522551314,1
"ABL2","ABL2-7","x",5,8,1.356,0.242413662690965,1
"ABL2","ABL2-8","x",6,6,1.015,0.953396123361475,1
"ACVR1","ACVR1-1","x",13,9,0.791,0.341655677835788,1
"ACVR1","ACVR1-2","x",7,10,1.255,0.376653183816102,1
"ACVR1","ACVR1-3","x",7,5,0.844,0.516673957970994,1
"ACVR1","ACVR1-4","x",10,6,0.757,0.28280920854145,1
"ACVR1","ACVR1-5","x",13,11,0.903,0.677849822541611,1
"ACVR1","ACVR1-6","x",4,5,1.091,0.740191006875445,1
"ACVR1","ACVR1-7","x",5,6,1.103,0.707283337853254,1
"ACVR1","ACVR1-8","x",6,8,1.186,0.508796907341877,1
"ACVR1B","ACVR1B-1","x",8,14,1.469,0.121044284170377,1
"ACVR1B","ACVR1B-2","x",13,9,0.785,0.330564216921913,1
"ACVR1B","ACVR1B-3","x",4,4,1.027,0.918822712187522,1
"ACVR1B","ACVR1B-4","x",4,4,1.015,0.955212126138264,1
"ACVR1B","ACVR1B-5","x",5,5,0.99,0.96988821534554,1
"ACVR1B","ACVR1B-6","x",8,2,0.569,0.0312990068898281,1
"ACVR1B","ACVR1B-7","x",5,6,1.13,0.639655785316905,1
"ACVR1B","ACVR1B-8","x",2,5,1.341,0.244330322936843,1
"ACVR1C","ACVR1C-1","x",7,9,1.133,0.62187699924417,1
"ACVR1C","ACVR1C-2","x",5,5,0.917,0.742325194470454,1
"ACVR1C","ACVR1C-3","x",4,8,1.385,0.212511232382127,1
"ACVR1C","ACVR1C-4","x",17,11,0.714,0.160149519347149,1
"ACVR1C","ACVR1C-5","x",4,9,1.491,0.125428191749157,1
"ACVR1C","ACVR1C-6","x",9,8,0.974,0.917843795425581,1
"ACVR1C","ACVR1C-7","x",6,6,1.013,0.960177755812226,1
"ACVR1C","ACVR1C-8","x",8,10,1.188,0.501354726440659,1
"ACVR2A","ACVR2A-1","x",11,6,0.691,0.148725885508265,1
"ACVR2A","ACVR2A-2","x",11,9,0.891,0.649334017093267,1
"ACVR2A","ACVR2A-3","x",6,4,0.827,0.466123617201754,1
"ACVR2A","ACVR2A-4","x",9,6,0.831,0.474091920589241,1
"ACVR2A","ACVR2A-5","x",5,4,0.943,0.824028119466065,1
"ACVR2A","ACVR2A-6","x",6,7,1.077,0.776279864806558,1
"ACVR2A","ACVR2A-7","x",6,5,0.883,0.633024249437512,1
"ACVR2A","ACVR2A-8","x",4,2,0.783,0.333764206494592,1
"ACVR2B","ACVR2B-1","x",6,8,1.114,0.675560219044906,1
"ACVR2B","ACVR2B-2","x",8,10,1.189,0.49717537682301,1
"ACVR2B","ACVR2B-3","x",8,6,0.784,0.350457378250738,1
"ACVR2B","ACVR2B-4","x",9,7,0.88,0.618260333468282,1
"ACVR2B","ACVR2B-5","x",7,9,1.134,0.62696845551266,1
"ACVR2B","ACVR2B-6","x",5,5,0.994,0.982034690012051,1
"ACVR2B","ACVR2B-7","x",3,2,0.968,0.876266587720733,1
"ACVR2B","ACVR2B-8","x",8,7,0.931,0.783253192276827,1
"ACVRL1","ACVRL1-1","x",5,9,1.319,0.287098589984606,1
"ACVRL1","ACVRL1-2","x",5,5,0.97,0.907509218173465,1
"ACVRL1","ACVRL1-3","x",6,7,1.059,0.826868327450585,1
"ACVRL1","ACVRL1-4","x",11,12,1.044,0.862255920156717,1
"ACVRL1","ACVRL1-5","x",8,5,0.806,0.408708359935116,1
"ACVRL1","ACVRL1-6","x",6,5,0.892,0.66239180717661,1
"ACVRL1","ACVRL1-7","x",11,8,0.831,0.462015837488331,1
"ACVRL1","ACVRL1-8","x",2,1,0.898,0.622894210051737,1
"ADCK1","ADCK1-1","x",13,14,1.024,0.921680461701136,1
"ADCK1","ADCK1-2","x",7,4,0.773,0.325448360173389,1
"ADCK1","ADCK1-3","x",4,8,1.529,0.103473181566161,1
"ADCK1","ADCK1-4","x",6,8,1.225,0.433761372678084,1
"ADCK1","ADCK1-5","x",6,5,0.886,0.643757968979748,1
"ADCK1","ADCK1-6","x",3,8,1.526,0.105163046298366,1
"ADCK1","ADCK1-7","x",1,3,1.235,0.380222374123102,1
"ADCK1","ADCK1-8","x",7,6,0.926,0.76792247000577,1
"ADCK2","ADCK2-1","x",3,6,1.245,0.402655270737363,1
"ADCK2","ADCK2-2","x",11,10,0.89,0.641087531823532,1
"ADCK2","ADCK2-3","x",6,7,1.05,0.851743312009097,1
"ADCK2","ADCK2-4","x",10,5,0.656,0.102841115331173,1
"ADCK2","ADCK2-5","x",7,7,0.973,0.916253638211327,1
"ADCK2","ADCK2-6","x",5,6,1.07,0.796051485116525,1
"ADCK2","ADCK2-7","x",3,8,1.448,0.156865756523279,1
"ADCK2","ADCK2-8","x",4,4,0.989,0.965063093296573,1
"ADCK3","ADCK3-1","x",6,5,0.904,0.698807676858566,1
"ADCK3","ADCK3-2","x",3,4,1.211,0.462230135980552,1
"ADCK3","ADCK3-3","x",2,2,1.039,0.854897360837408,1
"ADCK3","ADCK3-4","x",3,7,1.464,0.143653176066976,1
"ADCK3","ADCK3-5","x",7,10,1.234,0.418451539698157,1
"ADCK3","ADCK3-6","x",1,1,1.001,0.993676906912505,1
"ADCK3","ADCK3-7","x",6,8,1.213,0.458841832751252,1
"ADCK3","ADCK3-8","x",9,5,0.729,0.221495665205771,1
"ADCK4","ADCK4-1","x",1,1,1.024,0.906529778059506,1
"ADCK4","ADCK4-2","x",7,10,1.233,0.418625703445664,1
"ADCK4","ADCK4-3","x",8,6,0.848,0.527135953745502,1
"ADCK4","ADCK4-4","x",3,5,1.244,0.403715449197335,1
"ADCK4","ADCK4-5","x",2,4,1.172,0.53190346609718,1
"ADCK4","ADCK4-6","x",3,4,1.067,0.803458769312028,1
"ADCK4","ADCK4-7","x",6,5,0.886,0.642838100247147,1
"ADCK4","ADCK4-8","x",6,3,0.774,0.328385422443751,1
"ADCK5","ADCK5-1","x",5,6,1.121,0.662817522971373,1
"ADCK5","ADCK5-2","x",5,5,1.07,0.794939138481339,1
"ADCK5","ADCK5-3","x",7,7,0.984,0.950913318804342,1
"ADCK5","ADCK5-4","x",1,0,0.976,0.802279977310205,1
"ADCK5","ADCK5-5","x",8,6,0.807,0.405870223073467,1
"ADCK5","ADCK5-6","x",3,2,0.913,0.722974047144572,1
