"GeneSymbol","Guide","Type","BaseMeanA","BaseMeanB","FoldChange","pvalue","padj"
"GUCY2F","GUCY2F-8","n",6,3,0.73,0.229395278649854,1
"INSRR","INSRR-1","n",7,6,0.864,0.573671650954771,1
"INSRR","INSRR-2","n",8,7,0.965,0.892423805492264,1
"INSRR","INSRR-3","n",6,7,1.148,0.596964236915949,1
"INSRR","INSRR-4","n",5,6,1.045,0.866748588350671,1
"INSRR","INSRR-5","n",3,4,1.201,0.473525185664626,1
"INSRR","INSRR-6","n",7,6,0.877,0.61546178620317,1
"INSRR","INSRR-7","n",3,4,1.087,0.749634220398462,1
"INSRR","INSRR-8","n",8,6,0.9,0.682326625054008,1
"PGK2","PGK2-1","n",7,8,1.148,0.592857703264779,1
"PGK2","PGK2-2","n",5,6,1.121,0.661378879443629,1
"PGK2","PGK2-3","n",5,3,0.813,0.428958522145595,1
"PGK2","PGK2-4","n",12,7,0.745,0.246387479474059,1
"PGK2","PGK2-5","n",8,8,1.015,0.955646245827516,1
"PGK2","PGK2-6","n",4,5,1.013,0.960677975471938,1
"PGK2","PGK2-7","n",6,7,1.033,0.900742190135187,1
"PGK2","PGK2-8","n",8,9,1.104,0.702802312747791,1
"PSKH2","PSKH2-1","n",6,10,1.205,0.453436763033572,1
"PSKH2","PSKH2-2","n",5,8,1.258,0.379026109879192,1
"PSKH2","PSKH2-3","n",5,7,1.151,0.591353452898964,1
"PSKH2","PSKH2-4","n",15,14,0.969,0.893673073774348,1
"PSKH2","PSKH2-5","n",3,3,0.906,0.692824525323003,1
"PSKH2","PSKH2-6","n",7,9,1.225,0.433478638432348,1
"PSKH2","PSKH2-7","n",6,6,0.989,0.965896473595196,1
"PSKH2","PSKH2-8","n",2,4,1.335,0.256400311127642,1
"TPD52L3","TPD52L3-1","n",5,6,1.136,0.625142207340924,1
"TPD52L3","TPD52L3-2","n",10,7,0.822,0.442700045351731,1
"TPD52L3","TPD52L3-3","n",5,3,0.769,0.314682489905412,1
"TPD52L3","TPD52L3-4","n",9,8,0.949,0.836186469062035,1
"TPD52L3","TPD52L3-5","n",5,6,1.056,0.835065216917066,1
"TPD52L3","TPD52L3-6","n",3,2,0.894,0.640136540289014,1
"TPD52L3","TPD52L3-7","n",8,10,1.171,0.536999338812501,1
"TPD52L3","TPD52L3-8","n",12,7,0.7,0.162600436589265,1
"TSSK1B","TSSK1B-1","n",6,9,1.205,0.470560812045523,1
"TSSK1B","TSSK1B-2","n",6,10,1.271,0.352752757055211,1
"TSSK1B","TSSK1B-3","n",8,12,1.369,0.213439637229656,1
"TSSK1B","TSSK1B-4","n",9,9,1.014,0.95717142846413,1
"TSSK1B","TSSK1B-5","n",6,4,0.751,0.275624584418919,1
"TSSK1B","TSSK1B-6","n",6,5,0.884,0.637587262326623,1
"TSSK1B","TSSK1B-7","n",9,5,0.758,0.286760038952534,1
"TSSK1B","TSSK1B-8","n",5,6,1.123,0.656743093009313,1
"TSSK2","TSSK2-1","n",11,10,0.91,0.703185008200734,1
"TSSK2","TSSK2-2","n",5,4,0.937,0.804483108919153,1
"TSSK2","TSSK2-3","n",7,7,0.981,0.939831375194184,1
"TSSK2","TSSK2-4","n",11,6,0.695,0.153012760266037,1
"TSSK2","TSSK2-5","n",3,3,1.042,0.867431064221235,1
"TSSK2","TSSK2-6","n",11,3,0.566,0.0293926671910008,1
"TSSK2","TSSK2-7","n",6,8,1.201,0.485241733739248,1
"TSSK2","TSSK2-8","n",10,9,0.973,0.916495751211046,1
"ACTR2","ACTR2-1","p",3,2,0.971,0.909346394411116,1
"ACTR2","ACTR2-2","p",11,8,0.823,0.445641011485829,1
"ACTR2","ACTR2-3","p",3,4,1.153,0.58609441215065,1
"ACTR2","ACTR2-4","p",7,3,0.68,0.140832897107972,1
"ACTR2","ACTR2-5","p",3,2,0.833,0.470217093764328,1
"ACTR2","ACTR2-6","p",4,2,0.844,0.507896981746593,1
"ACTR2","ACTR2-7","p",8,7,0.883,0.627190852646417,1
"ACTR2","ACTR2-8","p",3,1,0.803,0.355346081852595,1
"ATR","ATR-1","p",12,9,0.834,0.462201749650182,1
"ATR","ATR-2","p",5,9,1.351,0.249447532705547,1
"ATR","ATR-3","p",11,8,0.845,0.499411199957151,1
"ATR","ATR-4","p",7,8,1.091,0.736500167488886,1
"ATR","ATR-5","p",7,8,1.055,0.835612905322528,1
"ATR","ATR-6","p",5,5,1.048,0.858442756174828,1
"ATR","ATR-7","p",5,8,1.254,0.385737159570896,1
"ATR","ATR-8","p",2,2,1.061,0.770355754407211,1
"AURKB","AURKB-1","p",3,6,1.273,0.356738029979106,1
"AURKB","AURKB-2","p",3,2,0.796,0.343261318371487,1
"AURKB","AURKB-3","p",3,5,1.189,0.502341743537894,1
"AURKB","AURKB-4","p",4,2,0.82,0.442271571728818,1
"AURKB","AURKB-5","p",5,5,1.091,0.740592186632869,1
"AURKB","AURKB-6","p",4,4,1.07,0.79511167337896,1
"AURKB","AURKB-7","p",1,0,0.982,0.87366148781912,1
"AURKB","AURKB-8","p",2,2,1.01,0.964924026294754,1
"BUB1B","BUB1B-1","p",7,7,0.945,0.827883212937093,1
"BUB1B","BUB1B-2","p",4,3,0.884,0.623492439422506,1
"BUB1B","BUB1B-3","p",5,3,0.856,0.549912500740246,1
"BUB1B","BUB1B-4","p",3,5,1.292,0.325417113018284,1
"BUB1B","BUB1B-5","p",4,1,0.732,0.207388888576531,1
"BUB1B","BUB1B-6","p",4,3,0.906,0.700608561662359,1
"BUB1B","BUB1B-7","p",3,3,1.048,0.851555331682727,1
"BUB1B","BUB1B-8","p",5,4,0.906,0.705438026893969,1
"CDK1","CDK1-1","p",2,1,0.853,0.446430777317186,1
"CDK1","CDK1-2","p",1,2,1.114,0.608180971598477,1
"CDK1","CDK1-3","p",1,1,1.024,0.804135512813941,1
"CDK1","CDK1-4","p",2,3,1.119,0.656971620555008,1
"CDK1","CDK1-5","p",3,6,1.358,0.241086594806475,1
"CDK1","CDK1-6","p",8,5,0.769,0.315984624417145,1
"CDK1","CDK1-7","p",5,6,1.077,0.777069708151775,1
"CDK1","CDK1-8","p",8,9,1.074,0.781457226934352,1
"CDK7","CDK7-1","p",3,4,1.076,0.775285512206156,1
"CDK7","CDK7-2","p",3,2,0.901,0.686934347385753,1
"CDK7","CDK7-3","p",3,6,1.377,0.221973125362939,1
"CDK7","CDK7-4","p",5,4,0.944,0.825872923615176,1
"CDK7","CDK7-5","p",6,5,0.921,0.751288678350718,1
"CDK7","CDK7-6","p",9,8,0.941,0.811408740843804,1
"CDK7","CDK7-7","p",4,4,1,0.999833331552612,1
"CDK7","CDK7-8","p",3,5,1.321,0.282106363169133,1
"CDK9","CDK9-1","p",3,4,1.156,0.579463085687475,1
"CDK9","CDK9-2","p",3,2,0.87,0.586210948567515,1
"CDK9","CDK9-3","p",8,5,0.79,0.369215577861511,1
"CDK9","CDK9-4","p",1,0,0.986,0.878690818050283,1
"CDK9","CDK9-5","p",3,2,0.893,0.655571624475757,1
"CDK9","CDK9-6","p",4,2,0.799,0.390642399694191,1
"CDK9","CDK9-7","p",2,4,1.15,0.56826649474329,1
"CDK9","CDK9-8","p",8,6,0.835,0.48300895407567,1
"CHEK1","CHEK1-1","p",4,4,1.063,0.816580512602287,1
"CHEK1","CHEK1-2","p",1,3,1.211,0.396713203663858,1
"CHEK1","CHEK1-3","p",1,2,1.15,0.507627272345858,1
"CHEK1","CHEK1-4","p",3,3,0.967,0.893020979253822,1
"CHEK1","CHEK1-5","p",3,5,1.146,0.601196987669747,1
"CHEK1","CHEK1-6","p",2,5,1.441,0.14103030696014,1
"CHEK1","CHEK1-7","p",6,6,1.01,0.969338268506617,1
"CHEK1","CHEK1-8","p",0,1,1.071,0.652760988576642,1
"CLP1","CLP1-1","p",5,6,1.111,0.688031827380236,1
"CLP1","CLP1-2","p",6,5,0.857,0.557131380338515,1
"CLP1","CLP1-3","p",5,4,0.939,0.80792407498275,1
"CLP1","CLP1-4","p",4,6,1.223,0.441640226067172,1
"CLP1","CLP1-5","p",9,10,1.078,0.767080479158377,1
"CLP1","CLP1-6","p",1,2,1.128,0.591343820016231,1
"CLP1","CLP1-7","p",9,6,0.773,0.321715854688888,1
"CLP1","CLP1-8","p",7,4,0.783,0.349960883411734,1
"CMPK1","CMPK1-1","p",6,8,1.127,0.647917053104928,1
"CMPK1","CMPK1-2","p",4,3,0.957,0.865785375699141,1
"CMPK1","CMPK1-3","p",3,6,1.364,0.23657863661335,1
"CMPK1","CMPK1-4","p",5,5,1.003,0.989633520986417,1
"CMPK1","CMPK1-5","p",7,6,0.938,0.806615193312713,1
"CMPK1","CMPK1-6","p",3,4,1.196,0.489064059509823,1
"CMPK1","CMPK1-7","p",4,6,1.356,0.245623354199455,1
"CMPK1","CMPK1-8","p",6,8,1.153,0.5875775952423,1
"DOLK","DOLK-1","p",7,6,0.909,0.710914572073027,1
"DOLK","DOLK-2","p",17,14,0.844,0.478042536741515,1
"DOLK","DOLK-3","p",5,9,1.26,0.34565075758929,1
"DOLK","DOLK-4","p",8,8,0.999,0.997140328590351,1
"DOLK","DOLK-5","p",8,5,0.794,0.374205622742424,1
"DOLK","DOLK-6","p",11,8,0.866,0.571111506374911,1
"DOLK","DOLK-7","p",2,5,1.4,0.190368193843779,1
"DOLK","DOLK-8","p",8,10,1.096,0.721468155678681,1
"DTYMK","DTYMK-1","p",6,7,1.066,0.806257158048958,1
"DTYMK","DTYMK-2","p",8,5,0.799,0.391957467811753,1
"DTYMK","DTYMK-3","p",3,4,1.072,0.788118234236112,1
"DTYMK","DTYMK-4","p",6,6,1,0.99889968982795,1
"DTYMK","DTYMK-5","p",2,2,1.017,0.932726706990635,1
"DTYMK","DTYMK-6","p",3,7,1.44,0.163515256055467,1
"DTYMK","DTYMK-7","p",5,5,0.962,0.881073629384237,1
"DTYMK","DTYMK-8","p",2,5,1.293,0.311706426251551,1
"GTF2H1","GTF2H1-1","p",4,5,1.144,0.608315644880554,1
"GTF2H1","GTF2H1-2","p",11,9,0.908,0.701905161096997,1
"GTF2H1","GTF2H1-3","p",6,8,1.124,0.652895204976606,1
"GTF2H1","GTF2H1-4","p",3,7,1.489,0.128643214954307,1
"GTF2H1","GTF2H1-5","p",8,7,0.915,0.7307195449362,1
"GTF2H1","GTF2H1-6","p",3,7,1.609,0.0691527198651774,1
"GTF2H1","GTF2H1-7","p",5,6,1.014,0.958910323401596,1
"GTF2H1","GTF2H1-8","p",5,4,0.922,0.755742433756819,1
"GUK1","GUK1-1","p",6,7,1.037,0.889741916695049,1
"GUK1","GUK1-2","p",7,5,0.864,0.574229910061437,1
"GUK1","GUK1-3","p",1,1,1.025,0.904813309442824,1
"GUK1","GUK1-4","p",0,0,0.983,0.855592417023574,1
"GUK1","GUK1-5","p",5,6,1.074,0.785624770278387,1
"GUK1","GUK1-6","p",2,3,1.098,0.667286101500557,1
"GUK1","GUK1-7","p",5,2,0.762,0.295710095070929,1
"GUK1","GUK1-8","p",1,2,1.051,0.773565358738693,1
"MASTL","MASTL-1","p",6,4,0.847,0.526394910093122,1
"MASTL","MASTL-2","p",8,7,0.956,0.863029180344048,1
"MASTL","MASTL-3","p",7,6,0.876,0.61129903892354,1
"MASTL","MASTL-4","p",11,8,0.837,0.481259362265111,1
"MASTL","MASTL-5","p",5,5,0.959,0.873884040979251,1
"MASTL","MASTL-6","p",4,3,0.919,0.742398817746432,1
"MASTL","MASTL-7","p",4,3,0.92,0.74722585447153,1
"MASTL","MASTL-8","p",2,3,1.148,0.592899911236369,1
"MVK","MVK-1","p",4,3,0.883,0.62955375092508,1
"MVK","MVK-2","p",7,6,0.923,0.758450193306691,1
"MVK","MVK-3","p",10,12,1.124,0.638009330795556,1
"MVK","MVK-4","p",5,8,1.335,0.270044400623271,1
"MVK","MVK-5","p",9,6,0.782,0.334403696021419,1
"MVK","MVK-6","p",7,6,0.929,0.777621670187425,1
"MVK","MVK-7","p",6,6,1.057,0.832512677086598,1
"MVK","MVK-8","p",11,10,0.927,0.756374352247335,1
"NOL9","NOL9-1","p",5,3,0.791,0.369795362073818,1
"NOL9","NOL9-2","p",5,3,0.835,0.490375585204854,1
"NOL9","NOL9-3","p",5,3,0.81,0.421346621562407,1
"NOL9","NOL9-4","p",4,7,1.302,0.313889212851174,1
"NOL9","NOL9-5","p",5,3,0.742,0.251709371221802,1
"NOL9","NOL9-6","p",4,7,1.373,0.22701684481995,1
"NOL9","NOL9-7","p",5,5,1.028,0.916864921547828,1
"NOL9","NOL9-8","p",3,5,1.163,0.563460654086045,1
"PGK1","PGK1-1","p",5,8,1.272,0.358410000970732,1
"PGK1","PGK1-2","p",8,4,0.751,0.268567546319816,1
"PGK1","PGK1-3","p",7,5,0.833,0.485017573129259,1
"PGK1","PGK1-4","p",2,4,1.267,0.337800495001292,1
"PGK1","PGK1-5","p",5,3,0.844,0.517651566082485,1
"PGK1","PGK1-6","p",3,3,1.101,0.705946438927104,1
"PGK1","PGK1-7","p",5,5,0.995,0.984792104077246,1
"PGK1","PGK1-8","p",5,8,1.302,0.308885173783788,1
"PKMYT1","PKMYT1-1","p",4,2,0.756,0.278570409606955,1
"PKMYT1","PKMYT1-2","p",2,2,1.008,0.974045147009103,1
"PKMYT1","PKMYT1-3","p",5,6,1.149,0.595272897566002,1
"PKMYT1","PKMYT1-4","p",1,2,1.168,0.3945294855218,1
"PKMYT1","PKMYT1-5","p",4,4,0.983,0.946295792507205,1
"PKMYT1","PKMYT1-6","p",4,3,0.992,0.974969224105717,1
"PKMYT1","PKMYT1-7","p",5,5,1.048,0.857530395464118,1
"PKMYT1","PKMYT1-8","p",7,8,1.002,0.994695439193621,1
"PLK1","PLK1-1","p",3,2,0.917,0.715279442752439,1
"PLK1","PLK1-2","p",1,1,1.046,0.795260329272831,1
"PLK1","PLK1-3","p",1,0,0.942,0.628611763210402,1
"PLK1","PLK1-4","p",4,4,0.947,0.832631379002702,1
"PLK1","PLK1-5","p",1,2,1.085,0.725157617349873,1
"PLK1","PLK1-6","p",1,1,0.999,0.991313195184779,1
"PLK1","PLK1-7","p",3,3,1.096,0.71809784294025,1
"PLK1","PLK1-8","p",4,1,0.694,0.138172520921086,1
"PNKP","PNKP-1","p",15,18,1.147,0.556745157471898,1
"PNKP","PNKP-2","p",5,5,1.033,0.901872558451796,1
"PNKP","PNKP-3","p",2,2,1.053,0.832012227839977,1
"PNKP","PNKP-4","p",4,5,1.117,0.673543265280024,1
"PNKP","PNKP-5","p",2,3,1.086,0.733418895261868,1
"PNKP","PNKP-6","p",4,5,1.042,0.875792415638775,1
"PNKP","PNKP-7","p",5,8,1.242,0.405812372029825,1
"PNKP","PNKP-8","p",6,8,1.174,0.539265504808312,1
"RFK","RFK-1","p",5,2,0.75,0.272118526859481,1
"RFK","RFK-2","p",5,3,0.767,0.297882178240119,1
"RFK","RFK-3","p",4,5,1.092,0.736481360499386,1
"RFK","RFK-4","p",12,10,0.898,0.660867415803957,1
"RFK","RFK-5","p",5,8,1.309,0.302385975643179,1
"RFK","RFK-6","p",10,7,0.834,0.48038694159637,1
"RFK","RFK-7","p",7,6,0.974,0.918634307748825,1
"RFK","RFK-8","p",3,3,1.027,0.918992625390862,1
"RIOK2","RIOK2-1","p",8,8,0.967,0.897455224976284,1
"RIOK2","RIOK2-2","p",3,4,1.155,0.581127431468204,1
"RIOK2","RIOK2-3","p",8,10,1.12,0.658328603211972,1
"RIOK2","RIOK2-4","p",8,10,1.183,0.507550362769656,1
"RIOK2","RIOK2-5","p",9,6,0.762,0.295373858540635,1
"RIOK2","RIOK2-6","p",6,8,1.115,0.674821147037038,1
"RIOK2","RIOK2-7","p",9,7,0.883,0.629269841823426,1
"RIOK2","RIOK2-8","p",7,9,1.147,0.59024999318288,1
"TRRAP","TRRAP-1","p",7,7,1.02,0.938057124746855,1
"TRRAP","TRRAP-2","p",6,5,0.922,0.756038402312441,1
"TRRAP","TRRAP-3","p",3,1,0.707,0.12609568159757,1
"TRRAP","TRRAP-4","p",5,2,0.694,0.157277699779738,1
"TRRAP","TRRAP-5","p",3,1,0.831,0.417181004377702,1
"TRRAP","TRRAP-6","p",5,2,0.724,0.21343400746741,1
"TRRAP","TRRAP-7","p",3,3,0.991,0.973171361591483,1
"TRRAP","TRRAP-8","p",10,8,0.884,0.624929488209709,1
"WEE1","WEE1-1","p",2,1,0.859,0.483039355659619,1
"WEE1","WEE1-2","p",3,3,1.004,0.986057854901888,1
"WEE1","WEE1-3","p",1,0,0.961,0.676173849296594,1
"WEE1","WEE1-4","p",1,1,0.966,0.788672557010686,1
"WEE1","WEE1-5","p",6,5,0.918,0.743407261029571,1
"WEE1","WEE1-6","p",9,7,0.845,0.512734885470092,1
"WEE1","WEE1-7","p",5,5,0.963,0.885442630271612,1
"WEE1","WEE1-8","p",3,3,1.016,0.945342853183451,1
"AAK1","AAK1-1","x",5,7,1.122,0.659927767433545,1
"AAK1","AAK1-2","x",11,7,0.738,0.235107709193125,1
"AAK1","AAK1-3","x",7,5,0.873,0.604455669007286,1
"AAK1","AAK1-4","x",6,6,1.032,0.902954571040305,1
"AAK1","AAK1-5","x",8,5,0.798,0.38101397301264,1
"AAK1","AAK1-6","x",6,6,1.03,0.909126834372046,1
"AAK1","AAK1-7","x",5,4,0.89,0.657226632537224,1
"AAK1","AAK1-8","x",7,7,1.013,0.961474586343229,1
"AATK","AATK-1","x",4,4,0.931,0.784243638128995,1
"AATK","AATK-2","x",5,5,0.953,0.85367413830583,1
"AATK","AATK-3","x",8,3,0.607,0.0564207961118325,1
"AATK","AATK-4","x",8,5,0.763,0.299691791775491,1
"AATK","AATK-5","x",5,6,1.093,0.733359665741831,1
"AATK","AATK-6","x",6,5,0.906,0.707886268256408,1
"AATK","AATK-7","x",3,4,1.197,0.484925885883197,1
"AATK","AATK-8","x",10,9,0.912,0.712363984214719,1
"ABCC1","ABCC1-1","x",8,11,1.203,0.460552396831376,1
"ABCC1","ABCC1-2","x",8,6,0.866,0.580631732152522,1
"ABCC1","ABCC1-3","x",7,8,1.052,0.843960791342758,1
"ABCC1","ABCC1-4","x",6,7,1.057,0.831454128304172,1
"ABCC1","ABCC1-5","x",11,11,1.047,0.853903052289158,1
"ABCC1","ABCC1-6","x",8,10,1.108,0.69011194595752,1
"ABCC1","ABCC1-7","x",7,5,0.838,0.498190999266737,1
"ABCC1","ABCC1-8","x",4,3,0.848,0.525815834160115,1
"ABL1","ABL1-1","x",9,9,1.016,0.951286142270617,1
"ABL1","ABL1-2","x",8,7,0.953,0.852867284237363,1
"ABL1","ABL1-3","x",7,5,0.795,0.381962440289313,1
"ABL1","ABL1-4","x",4,5,1.2,0.485992611069809,1
"ABL1","ABL1-5","x",6,3,0.71,0.183749352592316,1
"ABL1","ABL1-6","x",4,7,1.259,0.379968478343469,1
"ABL1","ABL1-7","x",3,3,0.945,0.823125243654315,1
"ABL1","ABL1-8","x",10,7,0.797,0.376211265564043,1
"ABL2","ABL2-1","x",5,7,1.199,0.487471795384821,1
"ABL2","ABL2-2","x",12,9,0.802,0.380126129951856,1
"ABL2","ABL2-3","x",6,5,0.951,0.848677755426663,1
"ABL2","ABL2-4","x",9,6,0.75,0.266751013571163,1
"ABL2","ABL2-5","x",4,4,0.985,0.954637581589677,1
"ABL2","ABL2-6","x",8,7,0.967,0.896331324225089,1
"ABL2","ABL2-7","x",8,5,0.73,0.226899126265071,1
"ABL2","ABL2-8","x",6,7,1.106,0.701206038271435,1
"ACVR1","ACVR1-1","x",9,9,0.994,0.980442757581389,1
"ACVR1","ACVR1-2","x",10,10,1.02,0.937271701522858,1
"ACVR1","ACVR1-3","x",5,6,1.028,0.916435886065584,1
"ACVR1","ACVR1-4","x",6,5,0.925,0.76462212094144,1
"ACVR1","ACVR1-5","x",11,10,0.929,0.7672932896656,1
"ACVR1","ACVR1-6","x",5,6,1.079,0.772002967624303,1
"ACVR1","ACVR1-7","x",6,6,0.954,0.857341291934651,1
"ACVR1","ACVR1-8","x",8,8,0.986,0.95772500292865,1
"ACVR1B","ACVR1B-1","x",14,13,0.928,0.76092500683517,1
"ACVR1B","ACVR1B-2","x",9,8,0.959,0.868029531717662,1
"ACVR1B","ACVR1B-3","x",4,5,1.112,0.684466228961169,1
"ACVR1B","ACVR1B-4","x",4,3,0.884,0.636271264904828,1
"ACVR1B","ACVR1B-5","x",5,7,1.279,0.346980751152904,1
"ACVR1B","ACVR1B-6","x",2,4,1.314,0.296386657312548,1
"ACVR1B","ACVR1B-7","x",6,4,0.829,0.474555834978835,1
"ACVR1B","ACVR1B-8","x",5,2,0.733,0.217668305206094,1
"ACVR1C","ACVR1C-1","x",9,12,1.195,0.479791529712537,1
"ACVR1C","ACVR1C-2","x",5,6,1.105,0.703248097939648,1
"ACVR1C","ACVR1C-3","x",8,6,0.856,0.550700573498064,1
"ACVR1C","ACVR1C-4","x",11,14,1.196,0.458139512276947,1
"ACVR1C","ACVR1C-5","x",9,6,0.786,0.355901323336618,1
"ACVR1C","ACVR1C-6","x",8,4,0.678,0.13543592664472,1
"ACVR1C","ACVR1C-7","x",6,6,0.974,0.920279595178755,1
"ACVR1C","ACVR1C-8","x",10,8,0.86,0.557057286910099,1
"ACVR2A","ACVR2A-1","x",6,9,1.324,0.273569580311396,1
"ACVR2A","ACVR2A-2","x",9,8,0.936,0.796419028445985,1
"ACVR2A","ACVR2A-3","x",4,3,0.867,0.582335865236533,1
"ACVR2A","ACVR2A-4","x",6,7,1.039,0.881861213164274,1
"ACVR2A","ACVR2A-5","x",4,4,0.964,0.888463183746242,1
"ACVR2A","ACVR2A-6","x",7,7,0.955,0.860071632288003,1
"ACVR2A","ACVR2A-7","x",5,9,1.509,0.112575266641517,1
"ACVR2A","ACVR2A-8","x",2,3,1.056,0.828721471036315,1
"ACVR2B","ACVR2B-1","x",8,10,1.128,0.639677754388984,1
"ACVR2B","ACVR2B-2","x",10,7,0.84,0.494396814664304,1
"ACVR2B","ACVR2B-3","x",6,6,1.04,0.881242029460044,1
"ACVR2B","ACVR2B-4","x",7,7,0.958,0.866948188509023,1
"ACVR2B","ACVR2B-5","x",9,7,0.896,0.673453575931911,1
"ACVR2B","ACVR2B-6","x",5,5,0.993,0.977309340132872,1
"ACVR2B","ACVR2B-7","x",2,1,0.87,0.502763605029386,1
"ACVR2B","ACVR2B-8","x",7,8,1.078,0.773708909260671,1
"ACVRL1","ACVRL1-1","x",9,5,0.774,0.324057075293143,1
"ACVRL1","ACVRL1-2","x",5,6,1.146,0.602896557737799,1
"ACVRL1","ACVRL1-3","x",7,5,0.869,0.591430567373987,1
"ACVRL1","ACVRL1-4","x",12,8,0.786,0.339196913638782,1
"ACVRL1","ACVRL1-5","x",5,6,1.107,0.696315691270424,1
"ACVRL1","ACVRL1-6","x",5,4,0.928,0.776471764212847,1
"ACVRL1","ACVRL1-7","x",8,10,1.16,0.556722263484081,1
"ACVRL1","ACVRL1-8","x",1,2,1.106,0.64634949086533,1
"ADCK1","ADCK1-1","x",14,12,0.948,0.827041102941659,1
"ADCK1","ADCK1-2","x",4,4,0.959,0.87277913922861,1
"ADCK1","ADCK1-3","x",8,7,0.933,0.788572086915527,1
"ADCK1","ADCK1-4","x",8,6,0.827,0.464334768350771,1
"ADCK1","ADCK1-5","x",5,6,1.064,0.813628855421337,1
"ADCK1","ADCK1-6","x",8,7,0.936,0.800067685718776,1
"ADCK1","ADCK1-7","x",3,3,1.037,0.881148913798621,1
"ADCK1","ADCK1-8","x",6,9,1.211,0.459787481681367,1
"ADCK2","ADCK2-1","x",6,5,0.927,0.772860967766986,1
"ADCK2","ADCK2-2","x",10,12,1.176,0.514195757657466,1
"ADCK2","ADCK2-3","x",7,4,0.786,0.358778334045253,1
"ADCK2","ADCK2-4","x",5,5,0.982,0.944561279578827,1
"ADCK2","ADCK2-5","x",7,8,1.073,0.788011119049509,1
"ADCK2","ADCK2-6","x",6,5,0.967,0.898580277872287,1
"ADCK2","ADCK2-7","x",8,9,1.106,0.697962169649965,1
"ADCK2","ADCK2-8","x",4,3,0.845,0.516120779556307,1
"ADCK3","ADCK3-1","x",5,7,1.129,0.641828592844508,1
"ADCK3","ADCK3-2","x",4,7,1.244,0.404573723565402,1
"ADCK3","ADCK3-3","x",2,1,0.903,0.6212438176506,1
"ADCK3","ADCK3-4","x",7,4,0.769,0.313819096868149,1
"ADCK3","ADCK3-5","x",10,5,0.702,0.174979327501251,1
"ADCK3","ADCK3-6","x",1,0,0.949,0.580044881417234,1
"ADCK3","ADCK3-7","x",8,6,0.87,0.59334400426897,1
"ADCK3","ADCK3-8","x",5,8,1.22,0.442665322079151,1
"ADCK4","ADCK4-1","x",1,3,1.132,0.542420700486723,1
"ADCK4","ADCK4-2","x",10,7,0.822,0.447892554854317,1
"ADCK4","ADCK4-3","x",6,8,1.192,0.499996863027874,1
"ADCK4","ADCK4-4","x",5,4,0.851,0.535983070183221,1
"ADCK4","ADCK4-5","x",4,4,1.026,0.918745870614331,1
"ADCK4","ADCK4-6","x",4,7,1.268,0.364989768537524,1
"ADCK4","ADCK4-7","x",5,3,0.868,0.590256738202891,1
"ADCK4","ADCK4-8","x",3,6,1.274,0.356068829560073,1
"ADCK5","ADCK5-1","x",6,4,0.858,0.559355495601454,1
"ADCK5","ADCK5-2","x",5,5,0.976,0.926458472665848,1
"ADCK5","ADCK5-3","x",7,10,1.242,0.399061195414111,1
"ADCK5","ADCK5-4","x",0,1,1.022,0.818562501751419,1
"ADCK5","ADCK5-5","x",6,7,1.091,0.735719911234411,1
"ADCK5","ADCK5-6","x",2,6,1.448,0.153328251330379,1
