GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
CDC45,x,4,4,0,0.096,0.135,0.489,5.35644244510009e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
PRELID3B,p,4,4,0,0.215,0.26,0.287,5.63307149307454e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS3A,x,4,4,0,0.10400000000000001,0.1555,0.287,5.6519823333315597e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
PLK1,p,4,4,0,0.098,0.1325,0.29100000000000004,6.221417072840491e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS11,p,4,4,0,0.16699999999999998,0.2465,0.295,6.83283296328367e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
SPDYE6,x,4,4,0,0.099,0.1945,0.29600000000000004,7.031432869192119e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
INTS1,p,4,4,0,0.2,0.2115,0.29600000000000004,7.16621688708396e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMC2,p,4,4,0,0.141,0.2645,0.297,7.211572548673751e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
SNRPG,x,4,4,0,0.16,0.20199999999999999,0.297,7.280009294100668e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS6,p,4,4,0,0.16699999999999998,0.244,0.3,7.91808378292446e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
EIF4A3,p,4,4,0,0.08199999999999999,0.141,0.302,8.16473464578719e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
TOP2A,p,4,4,0,0.17300000000000001,0.215,0.302,8.189712783255581e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS13,p,4,4,0,0.142,0.2105,0.305,8.72761762002785e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
SLC2A1,x,4,4,0,0.218,0.2665,0.306,9.127749818901679e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
MCL1,x,4,4,0,0.092,0.1435,0.469,9.4041976037921e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
COPB1,p,4,4,0,0.11599999999999999,0.222,0.308,9.5134737017899e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL34,x,4,4,0,0.21600000000000005,0.2865,0.309,9.79638302588095e-08,1e-05,0.0008168803418803419,1.0,1.0,1.0
COPB2,p,4,4,0,0.098,0.2065,0.31,1.02917524815035e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RUVBL1,x,4,4,0,0.142,0.2375,0.312,1.08673779463945e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD12,p,4,4,0,0.163,0.2165,0.313,1.0991575291379001e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
DTYMK,p,4,4,0,0.13699999999999998,0.182,0.315,1.16611672311022e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SF3B1,p,4,4,0,0.11199999999999999,0.179,0.316,1.1759262735056099e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
BIRC5,p,4,4,0,0.262,0.28300000000000003,0.32,1.3270314780848201e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
GART,p,4,4,0,0.23399999999999999,0.31,0.324,1.47662621646101e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD6,x,4,4,0,0.084,0.2405,0.325,1.5198944535479e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PHB,p,4,4,0,0.193,0.222,0.326,1.53987308083103e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
EIF2B2,x,4,4,0,0.23199999999999998,0.303,0.326,1.5641066837393598e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ATP6V0B,p,4,4,0,0.221,0.2855,0.327,1.62176359174096e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL10,x,4,4,0,0.262,0.2955,0.33,1.71992798046803e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CHAF1B,p,4,4,0,0.255,0.28,0.33299999999999996,1.7728789247770604e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS17,x,4,4,0,0.24,0.282,0.336,1.91060488375283e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMC4,x,4,4,0,0.187,0.239,0.336,1.9153297158320802e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SPDYE2,x,4,4,0,0.165,0.193,0.337,1.9630615021157104e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CAB39,x,4,4,0,0.154,0.2825,0.33799999999999997,2.00188478227901e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL17-C18orf32,x,4,3,0,0.113,0.158,0.805,2.0733557977174398e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS27A,x,4,4,0,0.158,0.3035,0.341,2.1167132010202802e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SF3B5,p,4,4,0,0.078,0.2205,0.342,2.1681498163172197e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
DDX47,p,4,4,0,0.172,0.23600000000000002,0.344,2.33906386802563e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS29,x,4,4,0,0.071,0.21899999999999997,0.345,2.45089439319845e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
XAB2,p,4,4,0,0.282,0.3035,0.34600000000000003,2.485212112400761e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
GOSR2,x,4,4,0,0.29600000000000004,0.311,0.34700000000000003,2.5373628498246305e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL19,p,4,4,0,0.19399999999999998,0.2605,0.35,2.76665708945064e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
HIST2H3C,x,4,4,0,0.10300000000000001,0.33,0.35200000000000004,2.88696354690209e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS4X,p,4,3,0,0.155,0.16399999999999998,0.682,3.02996285463021e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
TCF3,x,4,4,0,0.226,0.22899999999999998,0.355,3.0848564798362004e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SRSF1,p,4,4,0,0.162,0.2025,0.35600000000000004,3.19446873924776e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NBPF15,x,4,4,0,0.132,0.2125,0.35700000000000004,3.22232225290743e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
EEF1A1,x,4,4,0,0.253,0.325,0.35700000000000004,3.257394825323881e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ATP1A1,x,4,4,0,0.156,0.3055,0.358,3.2785753234046e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
THOC2,p,4,4,0,0.22699999999999998,0.2525,0.359,3.40783562387227e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SMC4,p,4,4,0,0.21,0.285,0.36,3.46649524579937e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
GMPS,p,4,4,0,0.295,0.32,0.36,3.47388058591731e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
SRSF7,p,4,4,0,0.223,0.285,0.36,3.51098445549548e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PRPF8,p,4,4,0,0.129,0.2225,0.36200000000000004,3.63936436972046e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD11,p,4,4,0,0.201,0.2625,0.363,3.70873870544128e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD14,p,4,4,0,0.135,0.2315,0.363,3.74770594354102e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NCAPD2,x,4,4,0,0.19,0.255,0.363,3.75553609170875e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS24,x,4,4,0,0.106,0.3105,0.363,3.826560812905221e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
GPN1,x,4,4,0,0.198,0.3025,0.364,3.8744670945677206e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ABCE1,p,4,4,0,0.19899999999999998,0.2495,0.365,3.9228217933425003e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS15,x,4,4,0,0.18899999999999997,0.2825,0.368,4.18840233617545e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
HARS,p,4,4,0,0.231,0.284,0.37,4.4761773537754e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ZNHIT2,x,4,4,0,0.235,0.3035,0.371,4.5120403882895096e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
AZIN1,x,4,4,0,0.23199999999999998,0.316,0.371,4.593519872953922e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
EIF4G1,x,4,4,0,0.20600000000000002,0.345,0.3720000000000001,4.6117752697397203e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
CCT7,p,4,4,0,0.222,0.28600000000000003,0.373,4.7410911283439295e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPTOR,x,4,4,0,0.19399999999999998,0.3145,0.374,4.882641736892391e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PHAX,x,4,4,0,0.161,0.265,0.374,4.92091802017566e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PSMD1,p,4,4,0,0.27699999999999997,0.355,0.374,4.94014033332187e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PHF5A,p,4,4,0,0.12,0.1775,0.375,5.02733854904817e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPLP0,p,4,4,0,0.231,0.2455,0.375,5.046871653006839e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
ANAPC11,x,4,4,0,0.201,0.3055,0.376,5.10581259533764e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPL7,x,4,4,0,0.152,0.309,0.37799999999999995,5.30601694948971e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NAA20,x,4,4,0,0.311,0.35100000000000003,0.381,5.585562562342461e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
NAPA,p,4,4,0,0.14,0.201,0.381,5.6385184620645e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
WASHC1,x,4,4,0,0.25,0.3185,0.381,5.64915466465082e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RACK1,p,4,4,0,0.26899999999999996,0.3285,0.384,6.0198278094621e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
GFPT1,x,4,4,0,0.154,0.2205,0.384,6.05338774386434e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
TIMELESS,x,4,4,0,0.22399999999999998,0.3005,0.385,6.109632548552822e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
RPS15A,p,4,4,0,0.175,0.305,0.385,6.166268393013e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
PHB2,p,4,4,0,0.24,0.265,0.386,6.30380069142435e-07,1e-05,0.0008168803418803419,1.0,1.0,1.0
