GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
BRCA1,x,4,3,0,0.299,0.421,0.784,0.00209488356479734,0.00722,0.09478729395604395,1.0,1.0,1.0
IER5,x,4,1,0,0.672,0.7265,0.775,0.00209943503700417,0.007229999999999999,0.09485343170899106,1.0,1.0,1.0
SFXN1,x,4,3,0,0.345,0.4755,0.833,0.00210453849557766,0.007240000000000002,0.09491947873799729,1.0,1.0,1.0
MBTD1,x,4,3,0,0.579,0.6925,0.775,0.00211416563013256,0.00725,0.09498543522960932,1.0,1.0,1.0
GATB,x,4,3,0,0.142,0.3545,0.8370000000000001,0.0021161625932184396,0.0073,0.09557500000000001,1.0,1.0,1.0
SMC6,x,4,3,0,0.175,0.362,0.7759999999999999,0.0021253921668623397,0.0073599999999999985,0.0962945927446954,1.0,1.0,1.0
PGBD2,x,4,3,0,0.416,0.5445,0.7759999999999999,0.00212743814918645,0.0073700000000000015,0.09635947332421342,1.0,1.0,1.0
F8A3,x,4,2,0,0.475,0.5865,0.7759999999999999,0.00213358495979604,0.007390000000000002,0.0965549213943951,1.0,1.0,1.0
ELP1,x,4,2,0,0.34,0.611,0.7759999999999999,0.00214231573084188,0.0074,0.09661953551912568,1.0,1.0,1.0
UPF2,p,4,3,1,0.307,0.4435,1.314,0.00214344782930045,0.00742,0.09681453924914675,0.463451919405963,0.5975600000000001,1.0
PPP1R11,x,4,3,0,0.117,0.395,1.234,0.00215521123846709,0.00745,0.09713966575716236,0.623252104688598,0.6865399999999999,1.0
TRIM43,n,4,3,0,0.084,0.4775,0.777,0.00215830549812591,0.00746,0.09720374914792093,1.0,1.0,1.0
TLK2,x,4,3,0,0.499,0.575,0.777,0.0021603751945892197,0.00747,0.09726774523160764,1.0,1.0,1.0
AGAP5,x,4,3,0,0.149,0.499,1.236,0.00216406131402239,0.00748,0.09733165418652144,0.61961241611485,0.6845899999999999,1.0
GAR1,x,4,3,0,0.449,0.4975,0.853,0.0021709610337593103,0.0075200000000000015,0.09778557823129254,1.0,1.0,1.0
ELP2,x,4,3,0,0.22,0.4275,0.961,0.00217589816009074,0.0075299999999999985,0.09784904826648537,1.0,1.0,1.0
PRPF6,x,4,2,0,0.114,0.5745,1.285,0.00217625224627144,0.0075400000000000016,0.09791243206521741,0.521135726748854,0.63512,1.0
PSMD11,p,4,2,0,0.18600000000000005,0.43,0.777,0.0021811541272538,0.007559999999999998,0.09803894165535953,1.0,1.0,1.0
DNAJC13,x,4,3,0,0.608,0.667,0.777,0.00218376199320365,0.007559999999999998,0.09803894165535953,1.0,1.0,1.0
CDK9,p,4,3,0,0.453,0.4895,0.815,0.00218678554576527,0.00757,0.09810206779661017,1.0,1.0,1.0
USP17L22,x,4,3,0,0.386,0.4495,1.229,0.00218777706221735,0.00758,0.09816510840108401,0.6344275987181229,0.6925100000000001,1.0
MTHFD1L,x,4,3,0,0.34600000000000003,0.476,1.233,0.002190753366853589,0.00759,0.09822447599729547,0.623971935751067,0.687,1.0
