Essential,NonEssential,NonTargeting,BrunelloKinome,GuideID,GeneSymbol,BrunelloWholeGenome,GuideID.1,GeneSymbol.1
,,,,,,,LCN2-3,LCN2
,,,,,,,LCN2-4,LCN2
,,,,,,,LCN6-1,LCN6
,,,,,,,LCN6-2,LCN6
,,,,,,,LCN6-3,LCN6
,,,,,,,LCN6-4,LCN6
,,,,,,,LCN8-1,LCN8
,,,,,,,LCN8-2,LCN8
,,,,,,,LCN8-3,LCN8
,,,,,,,LCN8-4,LCN8
,,,,,,,LCN9-1,LCN9
,,,,,,,LCN9-2,LCN9
,,,,,,,LCN9-3,LCN9
,,,,,,,LCN9-4,LCN9
,,,,,,,LCNL1-1,LCNL1
,,,,,,,LCNL1-2,LCNL1
,,,,,,,LCNL1-3,LCNL1
,,,,,,,LCNL1-4,LCNL1
,,,,,,,LCOR-1,LCOR
,,,,,,,LCOR-2,LCOR
,,,,,,,LCOR-3,LCOR
,,,,,,,LCOR-4,LCOR
,,,,,,,LCORL-1,LCORL
,,,,,,,LCORL-2,LCORL
,,,,,,,LCORL-3,LCORL
,,,,,,,LCORL-4,LCORL
,,,,,,,LCP1-1,LCP1
,,,,,,,LCP1-2,LCP1
,,,,,,,LCP1-3,LCP1
,,,,,,,LCP1-4,LCP1
,,,,,,,LCP2-1,LCP2
,,,,,,,LCP2-2,LCP2
,,,,,,,LCP2-3,LCP2
,,,,,,,LCP2-4,LCP2
,,,,,,,LCT-1,LCT
,,,,,,,LCT-2,LCT
,,,,,,,LCT-3,LCT
,,,,,,,LCT-4,LCT
,,,,,,,LCTL-1,LCTL
,,,,,,,LCTL-2,LCTL
,,,,,,,LCTL-3,LCTL
,,,,,,,LCTL-4,LCTL
,,,,,,,LDAH-1,LDAH
,,,,,,,LDAH-2,LDAH
,,,,,,,LDAH-3,LDAH
,,,,,,,LDAH-4,LDAH
,,,,,,,LDB1-1,LDB1
,,,,,,,LDB1-2,LDB1
,,,,,,,LDB1-3,LDB1
,,,,,,,LDB1-4,LDB1
,,,,,,,LDB2-1,LDB2
,,,,,,,LDB2-2,LDB2
,,,,,,,LDB2-3,LDB2
,,,,,,,LDB2-4,LDB2
,,,,,,,LDB3-1,LDB3
,,,,,,,LDB3-2,LDB3
,,,,,,,LDB3-3,LDB3
,,,,,,,LDB3-4,LDB3
,,,,,,,LDHA-1,LDHA
,,,,,,,LDHA-2,LDHA
,,,,,,,LDHA-3,LDHA
,,,,,,,LDHA-4,LDHA
,,,,,,,LDHAL6A-1,LDHAL6A
,,,,,,,LDHAL6A-2,LDHAL6A
,,,,,,,LDHAL6A-3,LDHAL6A
,,,,,,,LDHAL6A-4,LDHAL6A
,,,,,,,LDHAL6B-1,LDHAL6B
,,,,,,,LDHAL6B-2,LDHAL6B
,,,,,,,LDHAL6B-3,LDHAL6B
,,,,,,,LDHAL6B-4,LDHAL6B
,,,,,,,LDHB-1,LDHB
,,,,,,,LDHB-2,LDHB
,,,,,,,LDHB-3,LDHB
,,,,,,,LDHB-4,LDHB
,,,,,,,LDHC-1,LDHC
,,,,,,,LDHC-2,LDHC
,,,,,,,LDHC-3,LDHC
,,,,,,,LDHC-4,LDHC
,,,,,,,LDHD-1,LDHD
,,,,,,,LDHD-2,LDHD
,,,,,,,LDHD-3,LDHD
,,,,,,,LDHD-4,LDHD
,,,,,,,LDLR-1,LDLR
,,,,,,,LDLR-2,LDLR
,,,,,,,LDLR-3,LDLR
,,,,,,,LDLR-4,LDLR
,,,,,,,LDLRAD1-1,LDLRAD1
,,,,,,,LDLRAD1-2,LDLRAD1
,,,,,,,LDLRAD1-3,LDLRAD1
,,,,,,,LDLRAD1-4,LDLRAD1
,,,,,,,LDLRAD2-1,LDLRAD2
,,,,,,,LDLRAD2-2,LDLRAD2
,,,,,,,LDLRAD2-3,LDLRAD2
,,,,,,,LDLRAD2-4,LDLRAD2
,,,,,,,LDLRAD3-1,LDLRAD3
,,,,,,,LDLRAD3-2,LDLRAD3
,,,,,,,LDLRAD3-3,LDLRAD3
,,,,,,,LDLRAD3-4,LDLRAD3
,,,,,,,LDLRAD4-1,LDLRAD4
,,,,,,,LDLRAD4-2,LDLRAD4
,,,,,,,LDLRAD4-3,LDLRAD4
,,,,,,,LDLRAD4-4,LDLRAD4
,,,,,,,LDLRAP1-1,LDLRAP1
,,,,,,,LDLRAP1-2,LDLRAP1
,,,,,,,LDLRAP1-3,LDLRAP1
,,,,,,,LDLRAP1-4,LDLRAP1
,,,,,,,LDOC1-1,LDOC1
,,,,,,,LDOC1-2,LDOC1
,,,,,,,LDOC1-3,LDOC1
,,,,,,,LDOC1-4,LDOC1
,,,,,,,LDOC1L-1,LDOC1L
,,,,,,,LDOC1L-2,LDOC1L
,,,,,,,LDOC1L-3,LDOC1L
,,,,,,,LDOC1L-4,LDOC1L
,,,,,,,LEAP2-1,LEAP2
,,,,,,,LEAP2-2,LEAP2
,,,,,,,LEAP2-3,LEAP2
,,,,,,,LEAP2-4,LEAP2
,,,,,,,LECT1-1,LECT1
,,,,,,,LECT1-2,LECT1
,,,,,,,LECT1-3,LECT1
,,,,,,,LECT1-4,LECT1
,,,,,,,LECT2-1,LECT2
,,,,,,,LECT2-2,LECT2
,,,,,,,LECT2-3,LECT2
,,,,,,,LECT2-4,LECT2
,,,,,,,LEF1-1,LEF1
,,,,,,,LEF1-2,LEF1
,,,,,,,LEF1-3,LEF1
,,,,,,,LEF1-4,LEF1
,,,,,,,LEFTY1-1,LEFTY1
,,,,,,,LEFTY1-2,LEFTY1
,,,,,,,LEFTY1-3,LEFTY1
,,,,,,,LEFTY1-4,LEFTY1
,,,,,,,LEFTY2-1,LEFTY2
,,,,,,,LEFTY2-2,LEFTY2
,,,,,,,LEFTY2-3,LEFTY2
,,,,,,,LEFTY2-4,LEFTY2
,,,,,,,LEKR1-1,LEKR1
,,,,,,,LEKR1-2,LEKR1
,,,,,,,LEKR1-3,LEKR1
,,,,,,,LEKR1-4,LEKR1
,,,,,,,LELP1-1,LELP1
,,,,,,,LELP1-2,LELP1
,,,,,,,LELP1-3,LELP1
,,,,,,,LELP1-4,LELP1
,,,,,,,LEMD1-1,LEMD1
,,,,,,,LEMD1-2,LEMD1
,,,,,,,LEMD1-3,LEMD1
,,,,,,,LEMD1-4,LEMD1
,,,,,,,LEMD2-1,LEMD2
,,,,,,,LEMD2-2,LEMD2
,,,,,,,LEMD2-3,LEMD2
,,,,,,,LEMD2-4,LEMD2
,,,,,,,LEMD3-1,LEMD3
,,,,,,,LEMD3-2,LEMD3
,,,,,,,LEMD3-3,LEMD3
,,,,,,,LEMD3-4,LEMD3
,,,,,,,LENEP-1,LENEP
,,,,,,,LENEP-2,LENEP
,,,,,,,LENEP-3,LENEP
,,,,,,,LENEP-4,LENEP
,,,,,,,LENG1-1,LENG1
,,,,,,,LENG1-2,LENG1
,,,,,,,LENG1-3,LENG1
,,,,,,,LENG1-4,LENG1
,,,,,,,LENG8-1,LENG8
,,,,,,,LENG8-2,LENG8
,,,,,,,LENG8-3,LENG8
,,,,,,,LENG8-4,LENG8
,,,,,,,LENG9-1,LENG9
,,,,,,,LENG9-2,LENG9
,,,,,,,LENG9-3,LENG9
,,,,,,,LENG9-4,LENG9
,,,,,,,LEO1-1,LEO1
,,,,,,,LEO1-2,LEO1
,,,,,,,LEO1-3,LEO1
,,,,,,,LEO1-4,LEO1
,,,,,,,LEP-1,LEP
,,,,,,,LEP-2,LEP
,,,,,,,LEP-3,LEP
,,,,,,,LEP-4,LEP
,,,,,,,LEPR-1,LEPR
,,,,,,,LEPR-2,LEPR
,,,,,,,LEPR-3,LEPR
,,,,,,,LEPR-4,LEPR
,,,,,,,LEPROT-1,LEPROT
,,,,,,,LEPROT-2,LEPROT
,,,,,,,LEPROT-3,LEPROT
,,,,,,,LEPROT-4,LEPROT
,,,,,,,LEPROTL1-1,LEPROTL1
,,,,,,,LEPROTL1-2,LEPROTL1
,,,,,,,LEPROTL1-3,LEPROTL1
,,,,,,,LEPROTL1-4,LEPROTL1
,,,,,,,LETM1-1,LETM1
,,,,,,,LETM1-2,LETM1
,,,,,,,LETM1-3,LETM1
,,,,,,,LETM1-4,LETM1
,,,,,,,LETM2-1,LETM2
,,,,,,,LETM2-2,LETM2
,,,,,,,LETM2-3,LETM2
,,,,,,,LETM2-4,LETM2
,,,,,,,LETMD1-1,LETMD1
,,,,,,,LETMD1-2,LETMD1
,,,,,,,LETMD1-3,LETMD1
,,,,,,,LETMD1-4,LETMD1
,,,,,,,LEUTX-1,LEUTX
,,,,,,,LEUTX-2,LEUTX
,,,,,,,LEUTX-3,LEUTX
,,,,,,,LEUTX-4,LEUTX
,,,,,,,LFNG-1,LFNG
,,,,,,,LFNG-2,LFNG
,,,,,,,LFNG-3,LFNG
,,,,,,,LFNG-4,LFNG
,,,,,,,LGALS1-1,LGALS1
,,,,,,,LGALS1-2,LGALS1
,,,,,,,LGALS1-3,LGALS1
,,,,,,,LGALS1-4,LGALS1
,,,,,,,LGALS12-1,LGALS12
,,,,,,,LGALS12-2,LGALS12
,,,,,,,LGALS12-3,LGALS12
,,,,,,,LGALS12-4,LGALS12
,,,,,,,LGALS13-1,LGALS13
,,,,,,,LGALS13-2,LGALS13
,,,,,,,LGALS13-3,LGALS13
,,,,,,,LGALS13-4,LGALS13
,,,,,,,LGALS14-1,LGALS14
,,,,,,,LGALS14-2,LGALS14
,,,,,,,LGALS14-3,LGALS14
,,,,,,,LGALS14-4,LGALS14
,,,,,,,LGALS16-1,LGALS16
,,,,,,,LGALS16-2,LGALS16
,,,,,,,LGALS16-3,LGALS16
,,,,,,,LGALS16-4,LGALS16
,,,,,,,LGALS2-1,LGALS2
,,,,,,,LGALS2-2,LGALS2
,,,,,,,LGALS2-3,LGALS2
,,,,,,,LGALS2-4,LGALS2
,,,,,,,LGALS3-1,LGALS3
,,,,,,,LGALS3-2,LGALS3
,,,,,,,LGALS3-3,LGALS3
,,,,,,,LGALS3-4,LGALS3
,,,,,,,LGALS3BP-1,LGALS3BP
,,,,,,,LGALS3BP-2,LGALS3BP
,,,,,,,LGALS3BP-3,LGALS3BP
,,,,,,,LGALS3BP-4,LGALS3BP
,,,,,,,LGALS4-1,LGALS4
,,,,,,,LGALS4-2,LGALS4
,,,,,,,LGALS4-3,LGALS4
,,,,,,,LGALS4-4,LGALS4
,,,,,,,LGALS7-1,LGALS7
,,,,,,,LGALS7-2,LGALS7
,,,,,,,LGALS7-3,LGALS7
,,,,,,,LGALS7-4,LGALS7
,,,,,,,LGALS7B-1,LGALS7B
,,,,,,,LGALS7B-2,LGALS7B
,,,,,,,LGALS7B-3,LGALS7B
,,,,,,,LGALS7B-4,LGALS7B
,,,,,,,LGALS8-1,LGALS8
,,,,,,,LGALS8-2,LGALS8
,,,,,,,LGALS8-3,LGALS8
,,,,,,,LGALS8-4,LGALS8
,,,,,,,LGALS9-1,LGALS9
,,,,,,,LGALS9-2,LGALS9
,,,,,,,LGALS9-3,LGALS9
,,,,,,,LGALS9-4,LGALS9
,,,,,,,LGALS9B-1,LGALS9B
,,,,,,,LGALS9B-2,LGALS9B
,,,,,,,LGALS9B-3,LGALS9B
,,,,,,,LGALS9B-4,LGALS9B
,,,,,,,LGALS9C-1,LGALS9C
,,,,,,,LGALS9C-2,LGALS9C
,,,,,,,LGALS9C-3,LGALS9C
,,,,,,,LGALS9C-4,LGALS9C
,,,,,,,LGALSL-1,LGALSL
,,,,,,,LGALSL-2,LGALSL
,,,,,,,LGALSL-3,LGALSL
,,,,,,,LGALSL-4,LGALSL
,,,,,,,LGI1-1,LGI1
,,,,,,,LGI1-2,LGI1
,,,,,,,LGI1-3,LGI1
,,,,,,,LGI1-4,LGI1
,,,,,,,LGI2-1,LGI2
,,,,,,,LGI2-2,LGI2
,,,,,,,LGI2-3,LGI2
,,,,,,,LGI2-4,LGI2
,,,,,,,LGI3-1,LGI3
,,,,,,,LGI3-2,LGI3
,,,,,,,LGI3-3,LGI3
,,,,,,,LGI3-4,LGI3
,,,,,,,LGI4-1,LGI4
,,,,,,,LGI4-2,LGI4
,,,,,,,LGI4-3,LGI4
,,,,,,,LGI4-4,LGI4
,,,,,,,LGMN-1,LGMN
,,,,,,,LGMN-2,LGMN
,,,,,,,LGMN-3,LGMN
,,,,,,,LGMN-4,LGMN
,,,,,,,LGR4-1,LGR4
,,,,,,,LGR4-2,LGR4
,,,,,,,LGR4-3,LGR4
,,,,,,,LGR4-4,LGR4
,,,,,,,LGR5-1,LGR5
,,,,,,,LGR5-2,LGR5
,,,,,,,LGR5-3,LGR5
,,,,,,,LGR5-4,LGR5
,,,,,,,LGR6-1,LGR6
,,,,,,,LGR6-2,LGR6
,,,,,,,LGR6-3,LGR6
,,,,,,,LGR6-4,LGR6
,,,,,,,LGSN-1,LGSN
,,,,,,,LGSN-2,LGSN
,,,,,,,LGSN-3,LGSN
,,,,,,,LGSN-4,LGSN
,,,,,,,LHB-1,LHB
,,,,,,,LHB-2,LHB
,,,,,,,LHB-3,LHB
,,,,,,,LHB-4,LHB
,,,,,,,LHCGR-1,LHCGR
,,,,,,,LHCGR-2,LHCGR
,,,,,,,LHCGR-3,LHCGR
,,,,,,,LHCGR-4,LHCGR
,,,,,,,LHFP-1,LHFP
,,,,,,,LHFP-2,LHFP
,,,,,,,LHFP-3,LHFP
,,,,,,,LHFP-4,LHFP
,,,,,,,LHFPL1-1,LHFPL1
,,,,,,,LHFPL1-2,LHFPL1
,,,,,,,LHFPL1-3,LHFPL1
,,,,,,,LHFPL1-4,LHFPL1
,,,,,,,LHFPL2-1,LHFPL2
,,,,,,,LHFPL2-2,LHFPL2
,,,,,,,LHFPL2-3,LHFPL2
,,,,,,,LHFPL2-4,LHFPL2
,,,,,,,LHFPL3-1,LHFPL3
,,,,,,,LHFPL3-2,LHFPL3
,,,,,,,LHFPL3-3,LHFPL3
,,,,,,,LHFPL3-4,LHFPL3
,,,,,,,LHFPL4-1,LHFPL4
,,,,,,,LHFPL4-2,LHFPL4
,,,,,,,LHFPL4-3,LHFPL4
,,,,,,,LHFPL4-4,LHFPL4
,,,,,,,LHFPL5-1,LHFPL5
,,,,,,,LHFPL5-2,LHFPL5
,,,,,,,LHFPL5-3,LHFPL5
,,,,,,,LHFPL5-4,LHFPL5
,,,,,,,LHPP-1,LHPP
,,,,,,,LHPP-2,LHPP
,,,,,,,LHPP-3,LHPP
,,,,,,,LHPP-4,LHPP
,,,,,,,LHX1-1,LHX1
,,,,,,,LHX1-2,LHX1
,,,,,,,LHX1-3,LHX1
,,,,,,,LHX1-4,LHX1
,,,,,,,LHX2-1,LHX2
,,,,,,,LHX2-2,LHX2
,,,,,,,LHX2-3,LHX2
,,,,,,,LHX2-4,LHX2
,,,,,,,LHX3-1,LHX3
,,,,,,,LHX3-2,LHX3
,,,,,,,LHX3-3,LHX3
,,,,,,,LHX3-4,LHX3
,,,,,,,LHX4-1,LHX4
,,,,,,,LHX4-2,LHX4
,,,,,,,LHX4-3,LHX4
,,,,,,,LHX4-4,LHX4
,,,,,,,LHX5-1,LHX5
,,,,,,,LHX5-2,LHX5
,,,,,,,LHX5-3,LHX5
,,,,,,,LHX5-4,LHX5
,,,,,,,LHX6-1,LHX6
,,,,,,,LHX6-2,LHX6
,,,,,,,LHX6-3,LHX6
,,,,,,,LHX6-4,LHX6
,,,,,,,LHX8-1,LHX8
,,,,,,,LHX8-2,LHX8
,,,,,,,LHX8-3,LHX8
,,,,,,,LHX8-4,LHX8
,,,,,,,LHX9-1,LHX9
,,,,,,,LHX9-2,LHX9
,,,,,,,LHX9-3,LHX9
,,,,,,,LHX9-4,LHX9
,,,,,,,LIAS-1,LIAS
,,,,,,,LIAS-2,LIAS
,,,,,,,LIAS-3,LIAS
,,,,,,,LIAS-4,LIAS
,,,,,,,LIF-1,LIF
,,,,,,,LIF-2,LIF
,,,,,,,LIF-3,LIF
,,,,,,,LIF-4,LIF
,,,,,,,LIFR-1,LIFR
,,,,,,,LIFR-2,LIFR
,,,,,,,LIFR-3,LIFR
,,,,,,,LIFR-4,LIFR
,,,,,,,LIG1-1,LIG1
,,,,,,,LIG1-2,LIG1
,,,,,,,LIG1-3,LIG1
,,,,,,,LIG1-4,LIG1
,,,,,,,LIG3-1,LIG3
,,,,,,,LIG3-2,LIG3
,,,,,,,LIG3-3,LIG3
,,,,,,,LIG3-4,LIG3
,,,,,,,LIG4-1,LIG4
,,,,,,,LIG4-2,LIG4
,,,,,,,LIG4-3,LIG4
,,,,,,,LIG4-4,LIG4
,,,,,,,LILRA1-1,LILRA1
,,,,,,,LILRA1-2,LILRA1
,,,,,,,LILRA1-3,LILRA1
,,,,,,,LILRA1-4,LILRA1
,,,,,,,LILRA2-1,LILRA2
,,,,,,,LILRA2-2,LILRA2
,,,,,,,LILRA2-3,LILRA2
,,,,,,,LILRA2-4,LILRA2
,,,,,,,LILRA4-1,LILRA4
,,,,,,,LILRA4-2,LILRA4
,,,,,,,LILRA4-3,LILRA4
,,,,,,,LILRA4-4,LILRA4
,,,,,,,LILRA5-1,LILRA5
,,,,,,,LILRA5-2,LILRA5
,,,,,,,LILRA5-3,LILRA5
,,,,,,,LILRA5-4,LILRA5
,,,,,,,LILRA6-1,LILRA6
,,,,,,,LILRA6-2,LILRA6
,,,,,,,LILRA6-3,LILRA6
,,,,,,,LILRA6-4,LILRA6
,,,,,,,LILRB1-1,LILRB1
,,,,,,,LILRB1-2,LILRB1
,,,,,,,LILRB1-3,LILRB1
,,,,,,,LILRB1-4,LILRB1
,,,,,,,LILRB2-1,LILRB2
,,,,,,,LILRB2-2,LILRB2
,,,,,,,LILRB2-3,LILRB2
,,,,,,,LILRB2-4,LILRB2
,,,,,,,LILRB3-1,LILRB3
,,,,,,,LILRB3-2,LILRB3
,,,,,,,LILRB3-3,LILRB3
,,,,,,,LILRB3-4,LILRB3
,,,,,,,LILRB4-1,LILRB4
,,,,,,,LILRB4-2,LILRB4
,,,,,,,LILRB4-3,LILRB4
,,,,,,,LILRB4-4,LILRB4
,,,,,,,LILRB5-1,LILRB5
,,,,,,,LILRB5-2,LILRB5
,,,,,,,LILRB5-3,LILRB5
,,,,,,,LILRB5-4,LILRB5
,,,,,,,LIM2-1,LIM2
,,,,,,,LIM2-2,LIM2
,,,,,,,LIM2-3,LIM2
,,,,,,,LIM2-4,LIM2
,,,,,,,LIMA1-1,LIMA1
,,,,,,,LIMA1-2,LIMA1
,,,,,,,LIMA1-3,LIMA1
,,,,,,,LIMA1-4,LIMA1
,,,,,,,LIMCH1-1,LIMCH1
,,,,,,,LIMCH1-2,LIMCH1
,,,,,,,LIMCH1-3,LIMCH1
,,,,,,,LIMCH1-4,LIMCH1
,,,,,,,LIMD1-1,LIMD1
,,,,,,,LIMD1-2,LIMD1
,,,,,,,LIMD1-3,LIMD1
,,,,,,,LIMD1-4,LIMD1
,,,,,,,LIMD2-1,LIMD2
,,,,,,,LIMD2-2,LIMD2
,,,,,,,LIMD2-3,LIMD2
,,,,,,,LIMD2-4,LIMD2
,,,,,,,LIMK1-1,LIMK1
,,,,,,,LIMK1-2,LIMK1
,,,,,,,LIMK1-3,LIMK1
,,,,,,,LIMK1-4,LIMK1
,,,,,,,LIMK2-1,LIMK2
,,,,,,,LIMK2-2,LIMK2
,,,,,,,LIMK2-3,LIMK2
,,,,,,,LIMK2-4,LIMK2
,,,,,,,LIMS1-1,LIMS1
,,,,,,,LIMS1-2,LIMS1
,,,,,,,LIMS1-3,LIMS1
,,,,,,,LIMS1-4,LIMS1
,,,,,,,LIMS2-1,LIMS2
,,,,,,,LIMS2-2,LIMS2
,,,,,,,LIMS2-3,LIMS2
,,,,,,,LIMS2-4,LIMS2
,,,,,,,LIMS3-1,LIMS3
,,,,,,,LIMS3-2,LIMS3
,,,,,,,LIMS3-3,LIMS3
,,,,,,,LIMS3-4,LIMS3
,,,,,,,LIMS3L-1,LIMS3L
,,,,,,,LIMS3L-2,LIMS3L
,,,,,,,LIMS3L-3,LIMS3L
,,,,,,,LIMS3L-4,LIMS3L
,,,,,,,LIN28A-1,LIN28A
,,,,,,,LIN28A-2,LIN28A
,,,,,,,LIN28A-3,LIN28A
,,,,,,,LIN28A-4,LIN28A
,,,,,,,LIN28B-1,LIN28B
,,,,,,,LIN28B-2,LIN28B
,,,,,,,LIN28B-3,LIN28B
,,,,,,,LIN28B-4,LIN28B
,,,,,,,LIN37-1,LIN37
,,,,,,,LIN37-2,LIN37
,,,,,,,LIN37-3,LIN37
,,,,,,,LIN37-4,LIN37
,,,,,,,LIN52-1,LIN52
,,,,,,,LIN52-2,LIN52
,,,,,,,LIN52-3,LIN52
,,,,,,,LIN52-4,LIN52
,,,,,,,LIN54-1,LIN54
,,,,,,,LIN54-2,LIN54
,,,,,,,LIN54-3,LIN54
,,,,,,,LIN54-4,LIN54
,,,,,,,LIN7A-1,LIN7A
,,,,,,,LIN7A-2,LIN7A
,,,,,,,LIN7A-3,LIN7A
,,,,,,,LIN7A-4,LIN7A
,,,,,,,LIN7B-1,LIN7B
,,,,,,,LIN7B-2,LIN7B
,,,,,,,LIN7B-3,LIN7B
,,,,,,,LIN7B-4,LIN7B
,,,,,,,LIN7C-1,LIN7C
,,,,,,,LIN7C-2,LIN7C
,,,,,,,LIN7C-3,LIN7C
,,,,,,,LIN7C-4,LIN7C
,,,,,,,LIN9-1,LIN9
,,,,,,,LIN9-2,LIN9
,,,,,,,LIN9-3,LIN9
,,,,,,,LIN9-4,LIN9
,,,,,,,LINC00452-1,LINC00452
,,,,,,,LINC00452-2,LINC00452
,,,,,,,LINC00452-3,LINC00452
,,,,,,,LINC00452-4,LINC00452
,,,,,,,LINC01272-1,LINC01272
,,,,,,,LINC01272-2,LINC01272
,,,,,,,LINC01272-3,LINC01272
,,,,,,,LINC01272-4,LINC01272
,,,,,,,LINGO1-1,LINGO1
,,,,,,,LINGO1-2,LINGO1
,,,,,,,LINGO1-3,LINGO1
,,,,,,,LINGO1-4,LINGO1
,,,,,,,LINGO2-1,LINGO2
,,,,,,,LINGO2-2,LINGO2
,,,,,,,LINGO2-3,LINGO2
,,,,,,,LINGO2-4,LINGO2
,,,,,,,LINGO3-1,LINGO3
,,,,,,,LINGO3-2,LINGO3
,,,,,,,LINGO3-3,LINGO3
,,,,,,,LINGO3-4,LINGO3
,,,,,,,LINGO4-1,LINGO4
,,,,,,,LINGO4-2,LINGO4
,,,,,,,LINGO4-3,LINGO4
,,,,,,,LINGO4-4,LINGO4
,,,,,,,LINS-1,LINS
,,,,,,,LINS-2,LINS
,,,,,,,LINS-3,LINS
,,,,,,,LINS-4,LINS
,,,,,,,LIPA-1,LIPA
,,,,,,,LIPA-2,LIPA
,,,,,,,LIPA-3,LIPA
,,,,,,,LIPA-4,LIPA
,,,,,,,LIPC-1,LIPC
,,,,,,,LIPC-2,LIPC
,,,,,,,LIPC-3,LIPC
,,,,,,,LIPC-4,LIPC
,,,,,,,LIPE-1,LIPE
,,,,,,,LIPE-2,LIPE
,,,,,,,LIPE-3,LIPE
,,,,,,,LIPE-4,LIPE
,,,,,,,LIPF-1,LIPF
,,,,,,,LIPF-2,LIPF
,,,,,,,LIPF-3,LIPF
,,,,,,,LIPF-4,LIPF
,,,,,,,LIPG-1,LIPG
,,,,,,,LIPG-2,LIPG
,,,,,,,LIPG-3,LIPG
,,,,,,,LIPG-4,LIPG
,,,,,,,LIPH-1,LIPH
,,,,,,,LIPH-2,LIPH
,,,,,,,LIPH-3,LIPH
,,,,,,,LIPH-4,LIPH
,,,,,,,LIPI-1,LIPI
,,,,,,,LIPI-2,LIPI
,,,,,,,LIPI-3,LIPI
,,,,,,,LIPI-4,LIPI
,,,,,,,LIPJ-1,LIPJ
,,,,,,,LIPJ-2,LIPJ
,,,,,,,LIPJ-3,LIPJ
,,,,,,,LIPJ-4,LIPJ
,,,,,,,LIPK-1,LIPK
,,,,,,,LIPK-2,LIPK
,,,,,,,LIPK-3,LIPK
,,,,,,,LIPK-4,LIPK
,,,,,,,LIPM-1,LIPM
,,,,,,,LIPM-2,LIPM
,,,,,,,LIPM-3,LIPM
,,,,,,,LIPM-4,LIPM
,,,,,,,LIPN-1,LIPN
,,,,,,,LIPN-2,LIPN
,,,,,,,LIPN-3,LIPN
,,,,,,,LIPN-4,LIPN
,,,,,,,LIPT1-1,LIPT1
,,,,,,,LIPT1-2,LIPT1
,,,,,,,LIPT1-3,LIPT1
,,,,,,,LIPT1-4,LIPT1
,,,,,,,LIPT2-1,LIPT2
,,,,,,,LIPT2-2,LIPT2
,,,,,,,LIPT2-3,LIPT2
,,,,,,,LIPT2-4,LIPT2
,,,,,,,LITAF-1,LITAF
,,,,,,,LITAF-2,LITAF
,,,,,,,LITAF-3,LITAF
,,,,,,,LITAF-4,LITAF
,,,,,,,LIX1-1,LIX1
,,,,,,,LIX1-2,LIX1
,,,,,,,LIX1-3,LIX1
,,,,,,,LIX1-4,LIX1
,,,,,,,LIX1L-1,LIX1L
,,,,,,,LIX1L-2,LIX1L
,,,,,,,LIX1L-3,LIX1L
,,,,,,,LIX1L-4,LIX1L
,,,,,,,LKAAEAR1-1,LKAAEAR1
,,,,,,,LKAAEAR1-2,LKAAEAR1
,,,,,,,LKAAEAR1-3,LKAAEAR1
,,,,,,,LKAAEAR1-4,LKAAEAR1
,,,,,,,LLGL1-1,LLGL1
,,,,,,,LLGL1-2,LLGL1
,,,,,,,LLGL1-3,LLGL1
,,,,,,,LLGL1-4,LLGL1
,,,,,,,LLGL2-1,LLGL2
,,,,,,,LLGL2-2,LLGL2
,,,,,,,LLGL2-3,LLGL2
,,,,,,,LLGL2-4,LLGL2
,,,,,,,LLPH-1,LLPH
,,,,,,,LLPH-2,LLPH
,,,,,,,LLPH-3,LLPH
,,,,,,,LLPH-4,LLPH
,,,,,,,LMAN1-1,LMAN1
,,,,,,,LMAN1-2,LMAN1
,,,,,,,LMAN1-3,LMAN1
,,,,,,,LMAN1-4,LMAN1
,,,,,,,LMAN1L-1,LMAN1L
,,,,,,,LMAN1L-2,LMAN1L
,,,,,,,LMAN1L-3,LMAN1L
,,,,,,,LMAN1L-4,LMAN1L
,,,,,,,LMAN2-1,LMAN2
,,,,,,,LMAN2-2,LMAN2
,,,,,,,LMAN2-3,LMAN2
,,,,,,,LMAN2-4,LMAN2
,,,,,,,LMAN2L-1,LMAN2L
,,,,,,,LMAN2L-2,LMAN2L
,,,,,,,LMAN2L-3,LMAN2L
,,,,,,,LMAN2L-4,LMAN2L
,,,,,,,LMBR1-1,LMBR1
,,,,,,,LMBR1-2,LMBR1
,,,,,,,LMBR1-3,LMBR1
,,,,,,,LMBR1-4,LMBR1
,,,,,,,LMBR1L-1,LMBR1L
,,,,,,,LMBR1L-2,LMBR1L
,,,,,,,LMBR1L-3,LMBR1L
,,,,,,,LMBR1L-4,LMBR1L
,,,,,,,LMBRD1-1,LMBRD1
,,,,,,,LMBRD1-2,LMBRD1
,,,,,,,LMBRD1-3,LMBRD1
,,,,,,,LMBRD1-4,LMBRD1
,,,,,,,LMBRD2-1,LMBRD2
,,,,,,,LMBRD2-2,LMBRD2
,,,,,,,LMBRD2-3,LMBRD2
,,,,,,,LMBRD2-4,LMBRD2
,,,,,,,LMCD1-1,LMCD1
,,,,,,,LMCD1-2,LMCD1
,,,,,,,LMCD1-3,LMCD1
,,,,,,,LMCD1-4,LMCD1
,,,,,,,LMF1-1,LMF1
,,,,,,,LMF1-2,LMF1
,,,,,,,LMF1-3,LMF1
,,,,,,,LMF1-4,LMF1
,,,,,,,LMF2-1,LMF2
,,,,,,,LMF2-2,LMF2
,,,,,,,LMF2-3,LMF2
,,,,,,,LMF2-4,LMF2
,,,,,,,LMLN-1,LMLN
,,,,,,,LMLN-2,LMLN
,,,,,,,LMLN-3,LMLN
