GeneSymbol,Type,TotalGuides,HitsDown,HitsUp,MinFoldChange,MedianFoldChange,MaxFoldChange,rhoDepleted,pvalueDepleted,fdrDepleted,rhoEnriched,pvalueEnriched,fdrEnriched
PALD1,x,4,0,1,0.45399999999999996,0.7905,2.374,0.196956386353787,0.32271,1.0,0.036122947286198,0.09427,0.8254322544137619
KCNK4,x,4,0,0,0.621,0.934,1.405,0.197017370250274,0.32278,1.0,0.554820184160065,0.6410899999999999,1.0
YLPM1,x,4,1,0,0.451,0.9765,1.516,0.19703769938104504,0.32282,1.0,0.32907538315613205,0.47167,1.0
CD58,x,4,0,0,0.66,0.9715,1.355,0.197078359390073,0.32285,1.0,0.34364687460529303,0.48663999999999996,1.0
DPPA5,x,4,1,1,0.573,0.8265,1.885,0.19715968639610199,0.32292,1.0,0.142465578490796,0.27514,0.9378222459512368
CLVS2,x,4,1,0,0.248,0.9185,1.338,0.197258552294514,0.32299,1.0,0.6377432895552879,0.68515,1.0
ZCCHC3,x,4,0,0,0.537,0.9420000000000001,1.6780000000000002,0.19779028613419197,0.32354,1.0,0.269913137550673,0.4106,1.0
ACAD11,x,4,1,1,0.248,1.5255,1.969,0.19782788409535199,0.32358000000000003,1.0,0.00944095312709445,0.03149,0.7031898190045249
TRIM17,x,4,0,1,0.636,0.9265,1.9,0.19783098914762806,0.32359,1.0,0.136142005062961,0.26692,0.9322797277544308
ABCC5,x,4,0,0,0.6890000000000001,0.925,1.216,0.19795311209996894,0.32365,1.0,0.782998836612384,0.78285,1.0
PPP2R5C,x,4,0,0,0.648,0.8365,1.416,0.19811597514340096,0.32386,1.0,0.541296658519651,0.6349899999999999,1.0
TMEM110-MUSTN1,x,4,0,0,0.629,0.7425,1.463,0.19819742055793504,0.32402,1.0,0.484852913645312,0.6048100000000001,1.0
C1QTNF1,x,4,1,0,0.602,0.7975,1.135,0.19833997230254397,0.32418,1.0,1.0,1.0,1.0
CARNMT1,x,4,0,0,0.693,0.8270000000000001,1.063,0.19838070657545998,0.32422,1.0,1.0,1.0,1.0
IL5,x,4,0,0,0.627,1.015,1.65,0.19840107457873496,0.32425,1.0,0.232042785431574,0.37296,0.9923481351015332
BAG2,x,4,0,0,0.589,0.9359999999999999,1.38,0.198462182054987,0.32434,1.0,0.45369657777732103,0.58441,1.0
KLHDC8A,x,4,0,0,0.586,0.7879999999999999,0.883,0.19850292326047,0.32435,1.0,1.0,1.0,1.0
APIP,x,4,0,0,0.6559999999999999,0.9895,1.501,0.198727041161845,0.3245,1.0,0.295628189073282,0.43778999999999996,1.0
AP5S1,x,4,1,0,0.25,0.9125,1.364,0.198746934128727,0.32450999999999997,1.0,0.60321640114038,0.66602,1.0
ZNF239,x,4,0,0,0.557,0.8859999999999999,1.122,0.19874741897785805,0.32454,1.0,1.0,1.0,1.0
GEN1,x,4,0,0,0.674,0.894,1.33,0.199002190304526,0.32477,1.0,1.0,1.0,1.0
SPTLC2,x,4,1,0,0.363,0.7845,1.0070000000000001,0.19950180291416,0.32522,1.0,1.0,1.0,1.0
PPHLN1,x,4,1,0,0.491,0.9309999999999999,1.463,0.19960380703567798,0.32532,1.0,0.48447590205596097,0.6046,1.0
GDAP1,x,4,0,1,0.612,1.171,2.187,0.199644612700136,0.32539,1.0,0.0400137251347035,0.10227,0.8423573238831615
SMARCC2,x,4,0,0,0.625,0.845,1.153,0.199665016392622,0.3254,1.0,1.0,1.0,1.0
GADD45A,x,4,0,0,0.6759999999999999,0.8395,1.235,0.199726230910265,0.32545,1.0,1.0,1.0,1.0
CTSG,x,4,1,0,0.379,0.9685,1.3980000000000001,0.199787450586705,0.3255,1.0,0.5631503467533411,0.6451899999999999,1.0
ERC1,x,4,0,0,0.684,0.915,1.3769999999999998,0.200032380842374,0.32579,1.0,0.58730756703756,0.6574399999999999,1.0
PEAK3,x,4,1,0,0.4370000000000001,0.794,1.383,0.20005279541761997,0.32579,1.0,0.579836938069551,0.65387,1.0
MAPRE1,x,4,0,0,0.679,0.8585,1.196,0.200114042575509,0.32587,1.0,0.804349993535735,0.79807,1.0
PTPRN2,x,4,0,0,0.6990000000000001,0.94,1.321,0.200236552329631,0.32602,1.0,0.659866020479713,0.69817,1.0
MDC1,x,4,0,0,0.6779999999999999,0.92,1.298,0.200297814922061,0.32611,1.0,0.6879403979138909,0.71612,1.0
TWSG1,x,4,0,0,0.642,0.8935,1.31,0.200359082655535,0.32616999999999996,1.0,0.6720306637400579,0.70553,1.0
SNAP23,x,4,1,0,0.252,0.9940000000000001,1.4080000000000001,0.200582664815531,0.32650999999999997,1.0,0.550894154859932,0.6392899999999999,1.0
PCP2,x,4,1,0,0.527,0.8535,1.335,0.20074723089804397,0.32665,1.0,0.6418501470680711,0.68748,1.0
SNX14,x,4,0,0,0.63,0.8245,1.037,0.20080853627442602,0.32677,1.0,1.0,1.0,1.0
EHHADH,x,4,0,0,0.605,0.795,1.324,0.20082897253891505,0.32678,1.0,0.6554969748671371,0.69562,1.0
CLASP2,x,4,0,0,0.618,0.857,1.042,0.200869846776013,0.32685,1.0,1.0,1.0,1.0
NFAT5,x,4,1,0,0.5589999999999999,0.8225,0.9840000000000001,0.200890284748482,0.3269,1.0,1.0,1.0,1.0
